candidate,source,method,bits,clip,step,psnr,ssim,psnr_p05,min_psnr,quality_violation_fraction,target_mse,feasible,semantic_lowpass_mse,selection_objective
reconstruction_w8_c1.0_step0,rtn_fallback,reconstruction,8,1.0,0,57.079833984375,0.9997356534004211,53.20294952392578,52.35723114013672,0.0,2.3042802979489354e-06,True,3.0519668321460357e-07,2.3042802979489354e-06
reconstruction_w8_c1.0_step100,reconstruction,reconstruction,8,1.0,100,57.08173370361328,0.9997393488883972,53.14094543457031,52.524505615234375,0.0,2.265676326373978e-06,True,2.8435620897937496e-07,2.265676326373978e-06
reconstruction_w8_c1.0_step200,reconstruction,reconstruction,8,1.0,200,57.16851806640625,0.99974125623703,53.25927734375,52.622737884521484,0.0,2.221833779003646e-06,True,2.7966169895421445e-07,2.221833779003646e-06
reconstruction_w8_c1.0_step300,reconstruction,reconstruction,8,1.0,300,57.03142166137695,0.9997410774230957,53.39168167114258,52.68281936645508,0.0,2.2619350772856707e-06,True,3.240013914052042e-07,2.2619350772856707e-06
reconstruction_w8_c1.0_step400,reconstruction,reconstruction,8,1.0,400,57.15972900390625,0.9997380375862122,53.335166931152344,52.743988037109375,0.0,2.2135588636729154e-06,True,3.049221360740262e-07,2.2135588636729154e-06
reconstruction_w8_c1.0_step500,reconstruction,reconstruction,8,1.0,500,57.18541717529297,0.9997376203536987,53.44715881347656,52.859527587890625,0.0,2.1910081869691566e-06,True,3.0668362143160267e-07,2.1910081869691566e-06
reconstruction_w8_c1.0_step600,reconstruction,reconstruction,8,1.0,600,57.051490783691406,0.9997349977493286,53.44572830200195,52.803043365478516,0.0,2.245827778324383e-06,True,3.440192479331472e-07,2.245827778324383e-06
reconstruction_w8_c1.0_step700,reconstruction,reconstruction,8,1.0,700,57.208518981933594,0.9997333288192749,53.513362884521484,52.94383239746094,0.0,2.1692368392223214e-06,True,3.1257966668363226e-07,2.1692368392223214e-06
reconstruction_w8_c1.0_step800,reconstruction,reconstruction,8,1.0,800,57.091026306152344,0.9997333288192749,53.4863395690918,52.83647155761719,0.0,2.2242801890115515e-06,True,3.459574408282151e-07,2.2242801890115515e-06
reconstruction_w8_c1.0_step900,reconstruction,reconstruction,8,1.0,900,57.22051239013672,0.9997407793998718,53.5705451965332,52.941280364990234,0.0,2.1601420229444558e-06,True,3.075687978082442e-07,2.1601420229444558e-06
reconstruction_w8_c1.0_step1000,reconstruction,reconstruction,8,1.0,1000,57.095664978027344,0.9997401237487793,53.53377914428711,52.883914947509766,0.0,2.2155156187864124e-06,True,3.352957371305365e-07,2.2155156187864124e-06
