candidate,source,method,bits,clip,step,psnr,ssim,psnr_p05,min_psnr,quality_violation_fraction,target_mse,feasible,semantic_lowpass_mse,selection_objective
reconstruction_w4_c1.0_step0,rtn_fallback,reconstruction,4,1.0,0,33.350032806396484,0.9434765577316284,29.57146453857422,28.76714515686035,0.0,0.0005414434664999135,True,8.513591728842584e-05,0.0005414434664999135
reconstruction_w4_c1.0_step10,reconstruction,reconstruction,4,1.0,10,32.364315032958984,0.9493380784988403,28.89251136779785,28.293514251708984,0.0,0.0006700277095660568,True,0.0002546911138779251,0.0006700277095660568
reconstruction_w4_c1.0_step20,reconstruction,reconstruction,4,1.0,20,33.054412841796875,0.951419472694397,29.102258682250977,28.740848541259766,0.0,0.0005701585847418756,True,0.00016743267497076886,0.0005701585847418756
reconstruction_w4_c1.0_step30,reconstruction,reconstruction,4,1.0,30,34.01051330566406,0.9538648724555969,29.18536376953125,28.796676635742188,0.0,0.00047961641030269675,True,0.0001076610284144408,0.00047961641030269675
reconstruction_w4_c1.0_step40,reconstruction,reconstruction,4,1.0,40,33.68476104736328,0.9542752504348755,29.11676788330078,27.754627227783203,0.0,0.0005184483517950867,True,0.00015275545665645042,0.0005184483517950867
reconstruction_w4_c1.0_step50,reconstruction,reconstruction,4,1.0,50,33.409934997558594,0.953630805015564,29.9996337890625,29.14954376220703,0.0,0.0005053625529399142,True,0.00014012517203809693,0.0005053625529399142
reconstruction_w4_c1.0_step60,reconstruction,reconstruction,4,1.0,60,32.097476959228516,0.9470101594924927,28.50229263305664,27.74454116821289,0.0,0.0007000845536822454,True,0.0001887709926450043,0.0007000845536822454
reconstruction_w4_c1.0_step70,reconstruction,reconstruction,4,1.0,70,32.9535026550293,0.9491370320320129,29.490760803222656,28.400041580200195,0.0,0.0005764971938333474,True,0.0001482757394114742,0.0005764971938333474
reconstruction_w4_c1.0_step80,reconstruction,reconstruction,4,1.0,80,33.71741485595703,0.9530786275863647,29.4741153717041,29.455272674560547,0.0,0.0004937587524182163,True,0.00010905090475716861,0.0004937587524182163
reconstruction_w4_c1.0_step90,reconstruction,reconstruction,4,1.0,90,33.10985565185547,0.9504348039627075,29.053386688232422,28.976119995117188,0.0,0.0005575921379204374,True,0.00013468576198647498,0.0005575921379204374
reconstruction_w4_c1.0_step100,reconstruction,reconstruction,4,1.0,100,33.337928771972656,0.9515304565429688,30.23674201965332,29.448347091674805,0.0,0.0005170037278730888,True,0.00013591822353191673,0.0005170037278730888
