candidate,source,method,bits,clip,step,psnr,ssim,psnr_p05,min_psnr,quality_violation_fraction,target_mse,feasible,semantic_lowpass_mse,selection_objective,generated_reference_mse,natural_validation_mse,natural_validation_lpips,natural_validation_residual,natural_validation_spectral,code_change_fraction_vs_rtn,code_offset_rms,code_offset_ge_one_fraction
natural_residual_qat_w4_c1.0_step500,natural_residual_qat,natural_residual_qat,4,1.0,500,30.413936614990234,0.856654167175293,24.794031143188477,24.393842697143555,0.30000001192092896,0.003909747715937328,True,5.270146739349002e-05,0.035149703720247776,0.0011800167878391222,0.003909747715937328,0.06400079068771447,0.024734474000752016,,0.01564803160727024,0.01991216432228009,0.0
natural_residual_qat_w4_c1.0_step600,natural_residual_qat,natural_residual_qat,4,1.0,600,30.34206199645996,0.8522505760192871,24.669363021850586,24.30975341796875,0.3499999940395355,0.003895302075704876,True,4.299467263990664e-05,0.03487439448223313,0.0012023699498968198,0.003895302075704876,0.06305779156537028,0.02458732390471141,,0.016342053189873695,0.0207935505374796,0.0
natural_residual_qat_w4_c1.0_step700,natural_residual_qat,natural_residual_qat,4,1.0,700,30.255813598632812,0.8469470143318176,24.486379623413086,24.182737350463867,0.3499999940395355,0.003898775428353929,True,4.507666717472603e-05,0.03472871677430476,0.0012368807452730834,0.003898775428353929,0.062418980542133795,0.024497889957387997,,0.016777683049440384,0.02136960109354565,0.0
natural_residual_qat_w4_c1.0_step800,natural_residual_qat,natural_residual_qat,4,1.0,800,30.263402938842773,0.8462005853652954,24.464799880981445,24.13245964050293,0.3499999940395355,0.003876112261536946,True,4.311963175496203e-05,0.034609883482517034,0.0012393854107358494,0.003876112261536946,0.06222248004633002,0.024425283952837162,,0.0170452743768692,0.021715852310207524,0.0
natural_residual_qat_w4_c1.0_step900,natural_residual_qat,natural_residual_qat,4,1.0,900,30.240747451782227,0.8461405038833618,24.466394424438477,24.141569137573242,0.3499999940395355,0.0038661035122231624,True,4.820735730390879e-05,0.03455920277408495,0.00124284022313077,0.0038661035122231624,0.062046198450843804,0.02439206470216959,,0.017200008034706116,0.021923684807884574,0.0
natural_residual_qat_w4_c1.0_step1000,natural_residual_qat,natural_residual_qat,4,1.0,1000,30.211938858032227,0.8446269035339355,24.453102111816406,24.0655517578125,0.3499999940395355,0.0038705771514457865,True,4.372333896753844e-05,0.03452358490523579,0.0012543996737804264,0.0038705771514457865,0.061926089132612105,0.02437295216259372,,0.017316989600658417,0.022075402914462024,0.0
natural_residual_qat_w8_c1.0_step0,rtn_fallback,natural_residual_qat,8,1.0,0,57.079551696777344,0.9997357130050659,53.200199127197266,52.35443115234375,0.0,0.00448062992109044,True,3.0512774955582246e-07,0.042747897717246984,2.304731731328502e-06,0.00448062992109044,0.07531345781171694,0.03073531175948574,,0.0,0.0,0.0
natural_residual_qat_w8_c1.0_step100,natural_residual_qat,natural_residual_qat,8,1.0,100,43.450279235839844,0.9952395558357239,38.62813949584961,38.5245475769043,0.0,0.004246389577758691,True,4.9697228234890645e-06,0.04038775391691161,5.715851475542877e-05,0.004246389577758691,0.07741673324198928,0.02838975156930701,,0.008104315958917141,0.011562836981829331,0.0
natural_residual_qat_w8_c1.0_step200,natural_residual_qat,natural_residual_qat,8,1.0,200,41.412628173828125,0.9918776750564575,36.47455978393555,36.456214904785156,0.0,0.0041671911740195355,True,8.045938773193485e-06,0.03969718201108208,9.11689743588795e-05,0.0041671911740195355,0.07797167085664114,0.02771673187385204,,0.012351954355835915,0.017876070272934128,0.0
natural_residual_qat_w8_c1.0_step300,natural_residual_qat,natural_residual_qat,8,1.0,300,40.30839920043945,0.9890542030334473,35.289695739746094,35.1945915222168,0.0,0.004127386422226209,True,9.009635653001169e-06,0.03927299240482398,0.00011801515211118385,0.004127386422226209,0.07816918844036991,0.02731066786725478,,0.015648718923330307,0.02283357973329997,0.0
natural_residual_qat_w8_c1.0_step400,natural_residual_qat,natural_residual_qat,8,1.0,400,39.734378814697266,0.9872838258743286,34.73978805541992,34.58182907104492,0.0,0.004102467828488443,True,9.91968111065944e-06,0.038999550536891546,0.0001341207464065519,0.004102467828488443,0.0777321430578013,0.027104029040401656,,0.01805080659687519,0.026471673824866794,0.0
