candidate,source,method,bits,clip,step,psnr,ssim,psnr_p05,min_psnr,quality_violation_fraction,target_mse,feasible,semantic_lowpass_mse,generated_reference_mse,natural_validation_mse,natural_validation_lpips,natural_validation_residual,natural_validation_spectral,selection_objective
natural_gan_finetune_w32_c1.0_step0,marked_fp32_fallback,natural_gan_finetune,32,1.0,0,120.0,1.0,120.0,120.0,0.0,0.004692412019358017,True,0.0,0.0,0.004692412019358017,0.08533385768532753,,,0.013225797787890771
natural_gan_finetune_w32_c1.0_step10,natural_gan_finetune,natural_gan_finetune,32,1.0,10,51.962188720703125,0.9994556307792664,49.830745697021484,49.32231903076172,0.0,0.004671353101730347,True,1.8860884551941126e-06,6.8728750989066615e-06,0.004671353101730347,0.08282087799161672,,,0.01295344090089202
natural_gan_finetune_w32_c1.0_step20,natural_gan_finetune,natural_gan_finetune,32,1.0,20,43.50697708129883,0.9967647790908813,41.858829498291016,41.507381439208984,0.0,0.004639732759096659,True,1.9543699590940377e-05,4.696239957411308e-05,0.004639732759096659,0.07974189911037684,,,0.012613922670134343
natural_gan_finetune_w32_c1.0_step30,natural_gan_finetune,natural_gan_finetune,32,1.0,30,40.31639862060547,0.9937834739685059,38.441375732421875,38.2734489440918,0.0,0.004613014811184257,True,4.439119011294679e-05,9.836139070102945e-05,0.004613014811184257,0.07779244035482406,,,0.012392258846666664
natural_gan_finetune_w32_c1.0_step40,natural_gan_finetune,natural_gan_finetune,32,1.0,40,38.75357437133789,0.9910068511962891,36.44670486450195,36.2350959777832,0.0,0.004622611819650046,True,6.584172870134352e-05,0.00014340465149871308,0.004622611819650046,0.0767322776839137,,,0.012295839588041417
natural_gan_finetune_w32_c1.0_step50,natural_gan_finetune,natural_gan_finetune,32,1.0,50,38.8055305480957,0.9901295900344849,36.26801300048828,36.10935974121094,0.0,0.004610597994178534,True,6.236334302229807e-05,0.00014296733170340303,0.004610597994178534,0.07587757334113121,,,0.012198355328291655
natural_gan_finetune_w32_c1.0_step60,natural_gan_finetune,natural_gan_finetune,32,1.0,60,37.72904968261719,0.9849783182144165,34.81825637817383,34.509124755859375,0.0,0.004659270506817847,True,9.202675701089902e-05,0.00018563336961960886,0.004659270506817847,0.07609176095575095,,,0.012268446602392943
natural_gan_finetune_w32_c1.0_step70,natural_gan_finetune,natural_gan_finetune,32,1.0,70,37.098167419433594,0.9816761016845703,33.82405090332031,33.56890869140625,0.0,0.0046902370289899405,True,0.00011367082515789662,0.00021867740579182283,0.0046902370289899405,0.07642542980611325,,,0.012332780009601266
natural_gan_finetune_w32_c1.0_step80,natural_gan_finetune,natural_gan_finetune,32,1.0,80,37.40358352661133,0.9821321368217468,33.99763488769531,33.907711029052734,0.0,0.004668820751248859,True,9.634260641178116e-05,0.00020475429555517622,0.004668820751248859,0.07584095131605864,,,0.012252915882854723
natural_gan_finetune_w32_c1.0_step90,natural_gan_finetune,natural_gan_finetune,32,1.0,90,37.80393600463867,0.9831881523132324,34.46372985839844,34.42443084716797,0.0,0.004642056269221939,True,7.733292659395374e-05,0.00018631420462043025,0.004642056269221939,0.0753117298707366,,,0.0121732292562956
natural_gan_finetune_w32_c1.0_step100,natural_gan_finetune,natural_gan_finetune,32,1.0,100,38.039710998535156,0.9839922785758972,34.7412223815918,34.64213943481445,0.0,0.004626738402293995,True,6.685976322842179e-05,0.00017666218045633286,0.004626738402293995,0.07505794446915388,,,0.012132532849209385
