step,applied,reason,joint_w4_loss,cycle_loss,teacher_mse,budget_penalty,dual_mse,dual_ssim,block,discriminator_loss,discriminator_applied,reconstruction_mse,perceptual_loss,preservation_mse,loss,residual_loss,trust_loss,spectral_loss,adversarial_loss,grad_norm,learning_rate,reconstruction_gradient_norm
64,True,,,,,0.0,,,,,,0.005334620829671621,0.08847906440496445,0.0,0.014182526618242264,0.0,0.0,0.0,0.0,0.07453679293394089,0.0004994760028210521,
65,True,,,,,0.0,,,,,,0.003807735163718462,0.07507878541946411,0.0,0.011315613985061646,0.0,0.0,0.0,0.0,0.07030048221349716,0.0004994513574890987,
66,True,,,,,0.0,,,,,,0.007642840500921011,0.09704660624265671,0.0,0.01734750159084797,0.0,0.0,0.0,0.0,0.06585361808538437,0.0004994261465299239,
67,True,,,,,0.0,,,,,,0.007236623205244541,0.12590426206588745,0.0,0.01982704922556877,0.0,0.0,0.0,0.0,0.15456043183803558,0.0004994003700070605,
68,True,,,,,0.0,,,,,,0.0046785324811935425,0.09963418543338776,0.0,0.014641950838267803,0.0,0.0,0.0,0.0,0.09009439498186111,0.0004993740279854663,
69,True,,,,,0.0,,,,,,0.00765865296125412,0.11324139684438705,0.0,0.018982794135808945,0.0,0.0,0.0,0.0,0.10046818107366562,0.0004993471205315245,
70,True,,,,,0.0,,,,,,0.004760544281452894,0.08444749563932419,0.0,0.01320529356598854,0.0,0.0,0.0,0.0,0.10866683721542358,0.000499319647713043,
71,True,,,,,0.0,,,,,,0.0036922830622643232,0.08610313385725021,0.0,0.012302597053349018,0.0,0.0,0.0,0.0,0.11593170464038849,0.0004992916095992547,
72,True,,,,,0.0,,,,,,0.005057954229414463,0.09427278488874435,0.0,0.014485232532024384,0.0,0.0,0.0,0.0,0.06704811006784439,0.0004992630062608164,
73,True,,,,,0.0,,,,,,0.0038236621767282486,0.07778021693229675,0.0,0.011601684615015984,0.0,0.0,0.0,0.0,0.056110929697752,0.0004992338377698102,
74,True,,,,,0.0,,,,,,0.0047323028557002544,0.1026463583111763,0.0,0.014996938407421112,0.0,0.0,0.0,0.0,0.060267649590969086,0.0004992041041997419,
75,True,,,,,0.0,,,,,,0.00666417321190238,0.11155347526073456,0.0,0.017819520086050034,0.0,0.0,0.0,0.0,0.04960646480321884,0.0004991738056255411,
76,True,,,,,0.0,,,,,,0.006564424838870764,0.08435021340847015,0.0,0.014999445527791977,0.0,0.0,0.0,0.0,0.05561130866408348,0.0004991429421235618,
77,True,,,,,0.0,,,,,,0.004706071224063635,0.08067530393600464,0.0,0.012773601338267326,0.0,0.0,0.0,0.0,0.07170050591230392,0.0004991115137715815,
78,True,,,,,0.0,,,,,,0.005062676966190338,0.10093707591295242,0.0,0.01515638455748558,0.0,0.0,0.0,0.0,0.08027879893779755,0.0004990795206488007,
79,True,,,,,0.0,,,,,,0.0019993833266198635,0.055812641978263855,0.0,0.007580647710710764,0.0,0.0,0.0,0.0,0.07258931547403336,0.0004990469628358436,
80,True,,,,,0.0,,,,,,0.001972747500985861,0.08827744424343109,0.0,0.010800492018461227,0.0,0.0,0.0,0.0,0.10470694303512573,0.0004990138404147573,
81,True,,,,,0.0,,,,,,0.0044926730915904045,0.09291552007198334,0.0,0.013784225098788738,0.0,0.0,0.0,0.0,0.06116592884063721,0.0004989801534690118,
82,True,,,,,0.0,,,,,,0.00797387957572937,0.11090607941150665,0.0,0.019064487889409065,0.0,0.0,0.0,0.0,0.08508487045764923,0.0004989459020834997,
83,True,,,,,0.0,,,,,,0.003574755508452654,0.06389683485031128,0.0,0.00996443908661604,0.0,0.0,0.0,0.0,0.05626371502876282,0.0004989110863445358,
84,True,,,,,0.0,,,,,,0.0026869382709264755,0.096846804022789,0.0,0.01237161923199892,0.0,0.0,0.0,0.0,0.07168267667293549,0.0004988757063398574,
85,True,,,,,0.0,,,,,,0.003641255898401141,0.10694298893213272,0.0,0.014335555024445057,0.0,0.0,0.0,0.0,0.0827302560210228,0.0004988397621586237,
86,True,,,,,0.0,,,,,,0.005406019743531942,0.09424534440040588,0.0,0.014830553904175758,0.0,0.0,0.0,0.0,0.09350420534610748,0.0004988032538914156,
87,True,,,,,0.0,,,,,,0.0028068814426660538,0.07236849516630173,0.0,0.010043730959296227,0.0,0.0,0.0,0.0,0.09760820865631104,0.0004987661816302355,
88,True,,,,,0.0,,,,,,0.004186755511909723,0.09278803318738937,0.0,0.013465559110045433,0.0,0.0,0.0,0.0,0.07417075335979462,0.000498728545468507,
89,True,,,,,0.0,,,,,,0.004477445036172867,0.1097232848405838,0.0,0.015449773520231247,0.0,0.0,0.0,0.0,0.09466534852981567,0.0004986903455010751,
90,True,,,,,0.0,,,,,,0.004228336736559868,0.08417019248008728,0.0,0.012645356357097626,0.0,0.0,0.0,0.0,0.09738866239786148,0.0004986515818242053,
91,True,,,,,0.0,,,,,,0.004090673290193081,0.08032134175300598,0.0,0.012122808024287224,0.0,0.0,0.0,0.0,0.07995004206895828,0.0004986122545355835,
92,True,,,,,0.0,,,,,,0.0070569515228271484,0.10805187374353409,0.0,0.017862139269709587,0.0,0.0,0.0,0.0,0.05702540650963783,0.0004985723637343166,
93,True,,,,,0.0,,,,,,0.0069586653262376785,0.11566969752311707,0.0,0.018525633960962296,0.0,0.0,0.0,0.0,0.08533287048339844,0.000498531909520931,
94,True,,,,,0.0,,,,,,0.005156052298843861,0.08658485114574432,0.0,0.013814537785947323,0.0,0.0,0.0,0.0,0.08369506895542145,0.000498490891997373,
95,True,,,,,0.0,,,,,,0.00433057127520442,0.09805774688720703,0.0,0.01413634605705738,0.0,0.0,0.0,0.0,0.06444259732961655,0.0004984493112670085,
96,True,,,,,0.0,,,,,,0.005218858830630779,0.09953008592128754,0.0,0.015171867795288563,0.0,0.0,0.0,0.0,0.0475163608789444,0.000498407167434623,
97,True,,,,,0.0,,,,,,0.0031150951981544495,0.08307452499866486,0.0,0.01142254751175642,0.0,0.0,0.0,0.0,0.07101377844810486,0.0004983644606064206,
98,True,,,,,0.0,,,,,,0.003615033347159624,0.08446677029132843,0.0,0.0120617114007473,0.0,0.0,0.0,0.0,0.07075168937444687,0.0004983211908900245,
99,True,,,,,0.0,,,,,,0.006622338201850653,0.10173825919628143,0.0,0.016796164214611053,0.0,0.0,0.0,0.0,0.06855825334787369,0.0004982773583944761,
100,True,,,,,0.0,,,,,,0.0025878194719552994,0.08035102486610413,0.0,0.010622922331094742,0.0,0.0,0.0,0.0,0.07130367308855057,0.0004982329632302354,0.07130367273843784
101,True,,,,,0.0,,,,,,0.004856952466070652,0.09488296508789062,0.0,0.01434524916112423,0.0,0.0,0.0,0.0,0.10147811472415924,0.00049818800550918,
102,True,,,,,0.0,,,,,,0.003869064152240753,0.08807124197483063,0.0,0.012676188722252846,0.0,0.0,0.0,0.0,0.09664753824472427,0.0004981424853446054,
103,True,,,,,0.0,,,,,,0.004286610055714846,0.09722475707530975,0.0,0.014009086415171623,0.0,0.0,0.0,0.0,0.07820333540439606,0.0004980964028512244,
104,True,,,,,0.0,,,,,,0.0036096381954848766,0.07929253578186035,0.0,0.01153889112174511,0.0,0.0,0.0,0.0,0.05203402042388916,0.0004980497581451668,
105,True,,,,,0.0,,,,,,0.004163292236626148,0.10499641299247742,0.0,0.01466293353587389,0.0,0.0,0.0,0.0,0.07533605396747589,0.0004980025513439795,
106,True,,,,,0.0,,,,,,0.004191058687865734,0.0774705782532692,0.0,0.011938116513192654,0.0,0.0,0.0,0.0,0.05145275592803955,0.0004979547825666255,
107,True,,,,,0.0,,,,,,0.004628275986760855,0.08403822034597397,0.0,0.01303209736943245,0.0,0.0,0.0,0.0,0.08115603029727936,0.0004979064519334843,
108,True,,,,,0.0,,,,,,0.003266889601945877,0.07521044462919235,0.0,0.010787934064865112,0.0,0.0,0.0,0.0,0.05292859673500061,0.0004978575595663511,
109,True,,,,,0.0,,,,,,0.004102627281099558,0.08561007678508759,0.0,0.012663634493947029,0.0,0.0,0.0,0.0,0.06532256305217743,0.0004978081055884371,
110,True,,,,,0.0,,,,,,0.0035462945234030485,0.08519966900348663,0.0,0.01206626184284687,0.0,0.0,0.0,0.0,0.040477048605680466,0.0004977580901243681,
111,True,,,,,0.0,,,,,,0.004034107085317373,0.1120675653219223,0.0,0.015240862965583801,0.0,0.0,0.0,0.0,0.0431128591299057,0.0004977075133001855,
112,True,,,,,0.0,,,,,,0.004303975962102413,0.07715128362178802,0.0,0.012019104324281216,0.0,0.0,0.0,0.0,0.050668202340602875,0.0004976563752433449,
113,True,,,,,0.0,,,,,,0.004253507591784,0.10424058139324188,0.0,0.014677565544843674,0.0,0.0,0.0,0.0,0.0737750306725502,0.0004976046760827167,
114,True,,,,,0.0,,,,,,0.001854877220466733,0.07196952402591705,0.0,0.00905182957649231,0.0,0.0,0.0,0.0,0.046724289655685425,0.0004975524159485849,
115,True,,,,,0.0,,,,,,0.00215237308293581,0.06431283801794052,0.0,0.008583657443523407,0.0,0.0,0.0,0.0,0.05477508157491684,0.0004974995949726472,
116,True,,,,,0.0,,,,,,0.0029849752318114042,0.06176271289587021,0.0,0.009161246940493584,0.0,0.0,0.0,0.0,0.08199621737003326,0.000497446213288015,
117,True,,,,,0.0,,,,,,0.005259837955236435,0.10715192556381226,0.0,0.01597503200173378,0.0,0.0,0.0,0.0,0.05784710869193077,0.0004973922710292123,
118,True,,,,,0.0,,,,,,0.004904531873762608,0.09618964046239853,0.0,0.01452349592000246,0.0,0.0,0.0,0.0,0.07245055586099625,0.0004973377683321761,
119,True,,,,,0.0,,,,,,0.0029489188455045223,0.08352884650230408,0.0,0.011301804333925247,0.0,0.0,0.0,0.0,0.05975807085633278,0.0004972827053342556,
120,True,,,,,0.0,,,,,,0.0014387965202331543,0.05686454474925995,0.0,0.007125250995159149,0.0,0.0,0.0,0.0,0.06335673481225967,0.0004972270821742116,
121,True,,,,,0.0,,,,,,0.0018314229091629386,0.057997122406959534,0.0,0.007631135173141956,0.0,0.0,0.0,0.0,0.056241001933813095,0.0004971708989922173,
122,True,,,,,0.0,,,,,,0.005400907248258591,0.09879586845636368,0.0,0.015280494466423988,0.0,0.0,0.0,0.0,0.0963631272315979,0.0004971141559298566,
123,True,,,,,0.0,,,,,,0.0030250800773501396,0.08172085881233215,0.0,0.0111971665173769,0.0,0.0,0.0,0.0,0.04841672256588936,0.0004970568531301243,
124,True,,,,,0.0,,,,,,0.00774865597486496,0.11759524792432785,0.0,0.019508181139826775,0.0,0.0,0.0,0.0,0.06804122775793076,0.0004969989907374265,
125,True,,,,,0.0,,,,,,0.003079565241932869,0.07074970006942749,0.0,0.010154535993933678,0.0,0.0,0.0,0.0,0.0727379322052002,0.0004969405688975784,
126,True,,,,,0.0,,,,,,0.004809090401977301,0.10212717950344086,0.0,0.015021808445453644,0.0,0.0,0.0,0.0,0.09870576113462448,0.0004968815877578059,
127,True,,,,,0.0,,,,,,0.005163855385035276,0.09010422974824905,0.0,0.014174278825521469,0.0,0.0,0.0,0.0,0.07797051966190338,0.0004968220474667439,
128,True,,,,,0.0,,,,,,0.0038744339253753424,0.07729674875736237,0.0,0.011604108847677708,0.0,0.0,0.0,0.0,0.06854132562875748,0.0004967619481744366,
129,True,,,,,0.0,,,,,,0.003658411093056202,0.07387768477201462,0.0,0.011046179570257664,0.0,0.0,0.0,0.0,0.07477634400129318,0.0004967012900323369,
130,True,,,,,0.0,,,,,,0.00551598658785224,0.11944737285375595,0.0,0.017460724338889122,0.0,0.0,0.0,0.0,0.08104057610034943,0.0004966400731933058,
131,True,,,,,0.0,,,,,,0.0035327300429344177,0.08181845396757126,0.0,0.011714575812220573,0.0,0.0,0.0,0.0,0.06683839112520218,0.0004965782978116125,
132,True,,,,,0.0,,,,,,0.0037871189415454865,0.07413586974143982,0.0,0.011200705543160439,0.0,0.0,0.0,0.0,0.06198795512318611,0.0004965159640429339,
133,True,,,,,0.0,,,,,,0.004877463914453983,0.09623955190181732,0.0,0.0145014189183712,0.0,0.0,0.0,0.0,0.07676176726818085,0.0004964530720443533,
134,True,,,,,0.0,,,,,,0.004908633418381214,0.08808925747871399,0.0,0.013717559166252613,0.0,0.0,0.0,0.0,0.06493217498064041,0.0004963896219743617,
135,True,,,,,0.0,,,,,,0.0038921725936233997,0.06952791661024094,0.0,0.010844964534044266,0.0,0.0,0.0,0.0,0.05758371576666832,0.000496325613992856,
136,True,,,,,0.0,,,,,,0.003589110216125846,0.09408384561538696,0.0,0.012997495010495186,0.0,0.0,0.0,0.0,0.054221391677856445,0.0004962610482611388,
137,True,,,,,0.0,,,,,,0.001704919501207769,0.06162697821855545,0.0,0.007867617532610893,0.0,0.0,0.0,0.0,0.10200178623199463,0.0004961959249419189,
138,True,,,,,0.0,,,,,,0.003340198425576091,0.08120759576559067,0.0,0.011460958048701286,0.0,0.0,0.0,0.0,0.06263923645019531,0.0004961302441993098,
139,True,,,,,0.0,,,,,,0.005600065924227238,0.09560087323188782,0.0,0.01516015361994505,0.0,0.0,0.0,0.0,0.04851449653506279,0.0004960640061988298,
140,True,,,,,0.0,,,,,,0.004072300624102354,0.08344324678182602,0.0,0.012416625395417213,0.0,0.0,0.0,0.0,0.06247362494468689,0.0004959972111074017,
141,True,,,,,0.0,,,,,,0.005940874572843313,0.09882233291864395,0.0,0.015823107212781906,0.0,0.0,0.0,0.0,0.08862984925508499,0.0004959298590933519,
142,True,,,,,0.0,,,,,,0.00346767483279109,0.07605022192001343,0.0,0.01107269711792469,0.0,0.0,0.0,0.0,0.057116392999887466,0.0004958619503264103,
143,True,,,,,0.0,,,,,,0.00410789530724287,0.0804845541715622,0.0,0.012156350538134575,0.0,0.0,0.0,0.0,0.04640292748808861,0.0004957934849777102,
144,True,,,,,0.0,,,,,,0.003947901539504528,0.059706732630729675,0.0,0.00991857424378395,0.0,0.0,0.0,0.0,0.03962984308600426,0.0004957244632197872,
145,True,,,,,0.0,,,,,,0.0022908286191523075,0.0786685049533844,0.0,0.01015768013894558,0.0,0.0,0.0,0.0,0.06914330273866653,0.0004956548852265791,
146,True,,,,,0.0,,,,,,0.005808684974908829,0.10522002726793289,0.0,0.016330689191818237,0.0,0.0,0.0,0.0,0.07693091779947281,0.0004955847511734255,
147,True,,,,,0.0,,,,,,0.004017977975308895,0.0916515439748764,0.0,0.013183132745325565,0.0,0.0,0.0,0.0,0.04134274646639824,0.0004955140612370674,
148,True,,,,,0.0,,,,,,0.0021920897997915745,0.06082223355770111,0.0,0.008274313062429428,0.0,0.0,0.0,0.0,0.06392625719308853,0.0004954428155956462,
149,True,,,,,0.0,,,,,,0.00570388650521636,0.09221257269382477,0.0,0.014925144612789154,0.0,0.0,0.0,0.0,0.06096593290567398,0.0004953710144287043,
150,True,,,,,0.0,,,,,,0.005965862423181534,0.10400963574647903,0.0,0.016366826370358467,0.0,0.0,0.0,0.0,0.05750430375337601,0.0004952986579171837,
151,True,,,,,0.0,,,,,,0.0019688084721565247,0.08761357516050339,0.0,0.010730165988206863,0.0,0.0,0.0,0.0,0.10043351352214813,0.0004952257462434261,
152,True,,,,,0.0,,,,,,0.002086350694298744,0.06236156448721886,0.0,0.00832250714302063,0.0,0.0,0.0,0.0,0.05638953670859337,0.0004951522795911717,
153,True,,,,,0.0,,,,,,0.006537222769111395,0.11645152419805527,0.0,0.01818237453699112,0.0,0.0,0.0,0.0,0.07985863089561462,0.0004950782581455602,
154,True,,,,,0.0,,,,,,0.002842662390321493,0.07780291885137558,0.0,0.010622953996062279,0.0,0.0,0.0,0.0,0.0870385617017746,0.0004950036820931286,
155,True,,,,,0.0,,,,,,0.004082959145307541,0.08259591460227966,0.0,0.012342550791800022,0.0,0.0,0.0,0.0,0.06237377971410751,0.0004949285516218117,
156,True,,,,,0.0,,,,,,0.003968661651015282,0.08479155600070953,0.0,0.012447817251086235,0.0,0.0,0.0,0.0,0.06217359006404877,0.0004948528669209418,
157,True,,,,,0.0,,,,,,0.005104721989482641,0.08440738171339035,0.0,0.013545460999011993,0.0,0.0,0.0,0.0,0.08164592832326889,0.0004947766281812475,
158,True,,,,,0.0,,,,,,0.005916840862482786,0.09095967561006546,0.0,0.01501280814409256,0.0,0.0,0.0,0.0,0.050515323877334595,0.0004946998355948539,
159,True,,,,,0.0,,,,,,0.00429884996265173,0.07473143935203552,0.0,0.011771993711590767,0.0,0.0,0.0,0.0,0.08636226505041122,0.0004946224893552815,
160,True,,,,,0.0,,,,,,0.0036286411341279745,0.0643036961555481,0.0,0.010059011168777943,0.0,0.0,0.0,0.0,0.07189065217971802,0.0004945445896574462,
161,True,,,,,0.0,,,,,,0.0016808649525046349,0.09183826297521591,0.0,0.01086469180881977,0.0,0.0,0.0,0.0,0.07885026931762695,0.0004944661366976588,
162,True,,,,,0.0,,,,,,0.004744256846606731,0.08510946482419968,0.0,0.013255203142762184,0.0,0.0,0.0,0.0,0.05946575477719307,0.000494387130673624,
163,True,,,,,0.0,,,,,,0.004522297531366348,0.10652875900268555,0.0,0.015175173990428448,0.0,0.0,0.0,0.0,0.1394493281841278,0.0004943075717844407,
