step,applied,reason,joint_w4_loss,cycle_loss,teacher_mse,budget_penalty,dual_mse,dual_ssim,block,discriminator_loss,discriminator_applied,reconstruction_mse,perceptual_loss,preservation_mse,loss,residual_loss,trust_loss,spectral_loss,adversarial_loss,grad_norm,learning_rate,reconstruction_gradient_norm,preservation_gradient_norm
21,True,,,,,0.0,,,,,,0.00037442758912220597,0.0,0.00013120772200636566,0.00044003146467730403,0.0,0.0,0.0,0.0,4.711902511189692e-05,0.01,,
22,True,,,,,0.0,,,,,,0.00045525675523094833,0.0,8.630991214886308e-05,0.0004984117113053799,0.0,0.0,0.0,0.0,1.5578842067043297e-05,0.009999994329901755,,
23,True,,,,,0.0,,,,,,0.0006226051482371986,0.0,9.800029511097819e-05,0.0006716052885167301,0.0,0.0,0.0,0.0,2.8140255381003954e-05,0.00999997731962131,,
24,True,,,,,0.0,,,,,,0.00038080810918472707,0.0,8.620145672466606e-05,0.0004239088448230177,0.0,0.0,0.0,0.0,1.620626608200837e-05,0.009999948969201533,,
25,True,,,,,0.0,,,,,,0.0007414856809191406,0.0,0.0001590282772667706,0.0008209998486563563,0.0,0.0,0.0,0.0,3.107645170530304e-05,0.009999909278713864,,
26,True,,,,,0.0,,,,,,0.0002989761997014284,0.0,6.949422822799534e-05,0.0003337233210913837,0.0,0.0,0.0,0.0,1.6545669495826587e-05,0.00999985824825833,,
27,True,,,,,0.0,,,,,,0.00022645460558123887,0.0,5.9329220675863326e-05,0.0002561192086432129,0.0,0.0,0.0,0.0,1.7544471120345406e-05,0.009999795877963527,,
28,True,,,,,0.0,,,,,,0.00021663974621333182,0.0,5.1369726861594245e-05,0.00024232460418716073,0.0,0.0,0.0,0.0,1.3098067029204685e-05,0.00999972216798663,,
29,True,,,,,0.0,,,,,,0.000534812337718904,0.0,0.00023753206187393516,0.0006535783759318292,0.0,0.0,0.0,0.0,7.092759915394709e-05,0.009999637118513394,,
30,True,,,,,0.0,,,,,,0.00035338415182195604,0.0,6.697267963318154e-05,0.0003868704952765256,0.0,0.0,0.0,0.0,1.5672441804781556e-05,0.009999540729758146,,
31,True,,,,,0.0,,,,,,0.0004355271521490067,0.0,9.109151869779453e-05,0.00048107290058396757,0.0,0.0,0.0,0.0,1.9254686776548624e-05,0.009999433001963789,,
32,True,,,,,0.0,,,,,,0.00029159971745684743,0.0,7.343859761022031e-05,0.0003283190308138728,0.0,0.0,0.0,0.0,1.708438685454894e-05,0.009999313935401802,,
33,True,,,,,0.0,,,,,,0.0005004975246265531,0.0,0.0001297301787417382,0.0005653626285493374,0.0,0.0,0.0,0.0,4.140402234042995e-05,0.009999183530372241,,
34,True,,,,,0.0,,,,,,0.00031094346195459366,0.0,7.166459545260295e-05,0.0003467757487669587,0.0,0.0,0.0,0.0,1.775847704266198e-05,0.00999904178720373,,
35,True,,,,,0.0,,,,,,0.0004159151576459408,0.0,0.00011336217721691355,0.00047259623534046113,0.0,0.0,0.0,0.0,3.0151815735735e-05,0.009998888706253465,,
36,True,,,,,0.0,,,,,,0.00025938835460692644,0.0,5.645247802021913e-05,0.0002876145881600678,0.0,0.0,0.0,0.0,1.544909900985658e-05,0.009998724287907221,,
37,True,,,,,0.0,,,,,,0.0004323150496929884,0.0,6.397011748049408e-05,0.0004643001011572778,0.0,0.0,0.0,0.0,2.4644868972245604e-05,0.00999854853257934,,
38,True,,,,,0.0,,,,,,0.00014829705469310284,0.0,4.7130361053859815e-05,0.00017186223703902215,0.0,0.0,0.0,0.0,1.4249813830247149e-05,0.00999836144071273,,
39,True,,,,,0.0,,,,,,0.0003329999162815511,0.0,6.091684190323576e-05,0.0003634583263192326,0.0,0.0,0.0,0.0,1.1001987331837881e-05,0.00999816301277887,,
40,True,,,,,0.0,,,,,,0.0003630401333793998,0.0,7.308409840334207e-05,0.0003995821753051132,0.0,0.0,0.0,0.0,1.791015347407665e-05,0.00999795324927781,,
41,True,,,,,0.0,,,,,,0.00021098059369251132,0.0,5.2578485338017344e-05,0.00023726983636152,0.0,0.0,0.0,0.0,1.3984406905365176e-05,0.009997732150738165,,
42,True,,,,,0.0,,,,,,0.00039679137989878654,0.0,7.628718594787642e-05,0.00043493497651070356,0.0,0.0,0.0,0.0,1.3485032468452118e-05,0.009997499717717106,,
43,True,,,,,0.0,,,,,,0.000266395159997046,0.0,6.371068593580276e-05,0.00029825049568898976,0.0,0.0,0.0,0.0,1.4138446204015054e-05,0.00999725595080038,,
44,True,,,,,0.0,,,,,,0.0002230162499472499,0.0,5.366573896026239e-05,0.00024984910851344466,0.0,0.0,0.0,0.0,1.1907467523997184e-05,0.00999700085060229,,
45,True,,,,,0.0,,,,,,0.00041571978363208473,0.0,6.198570918058977e-05,0.0004467126273084432,0.0,0.0,0.0,0.0,1.7196856788359582e-05,0.009996734417765699,,
46,True,,,,,0.0,,,,,,0.00019564011017791927,0.0,3.2824369554873556e-05,0.00021205229859333485,0.0,0.0,0.0,0.0,8.9758395915851e-06,0.009996456652962026,,
47,True,,,,,0.0,,,,,,0.0005137811531312764,0.0,0.00013548909919336438,0.000581525731831789,0.0,0.0,0.0,0.0,2.6538871679804288e-05,0.009996167556891254,,
48,True,,,,,0.0,,,,,,0.00026571069611236453,0.0,5.381924711400643e-05,0.00029262033058330417,0.0,0.0,0.0,0.0,1.9162902390235104e-05,0.009995867130281916,,
49,True,,,,,0.0,,,,,,0.0002089590998366475,0.0,3.0724444513907656e-05,0.00022432132391259074,0.0,0.0,0.0,0.0,6.511148512799991e-06,0.009995555373891102,,
50,True,,,,,0.0,,,,,,0.00018417123646941036,0.0,3.882898818119429e-05,0.0002035857323789969,0.0,0.0,0.0,0.0,8.978492587630171e-06,0.009995232288504451,,
51,True,,,,,0.0,,,,,,0.0004010838456451893,0.0,7.018975884420797e-05,0.0004361787287052721,0.0,0.0,0.0,0.0,1.611840161785949e-05,0.009994897874936152,,
52,True,,,,,0.0,,,,,,0.00023021455854177475,0.0,4.2019568354589865e-05,0.0002512243518140167,0.0,0.0,0.0,0.0,1.249810156878084e-05,0.009994552134028943,,
53,True,,,,,0.0,,,,,,0.00028439174639061093,0.0,5.8255071053281426e-05,0.0003135192673653364,0.0,0.0,0.0,0.0,1.0347285751777235e-05,0.009994195066654103,,
54,True,,,,,0.0,,,,,,0.00030465953750535846,0.0,7.805415953043848e-05,0.0003436866099946201,0.0,0.0,0.0,0.0,2.1687035768991336e-05,0.009993826673711459,,
55,True,,,,,0.0,,,,,,0.0002421689423499629,0.0,5.952640640316531e-05,0.0002719321346376091,0.0,0.0,0.0,0.0,9.928342478815466e-06,0.009993446956129378,,
56,True,,,,,0.0,,,,,,0.0004358234291430563,0.0,7.635577640030533e-05,0.0004740013100672513,0.0,0.0,0.0,0.0,1.0061195098387543e-05,0.009993055914864766,,
57,True,,,,,0.0,,,,,,0.00037123876973055303,0.0,6.360239785863087e-05,0.00040303997229784727,0.0,0.0,0.0,0.0,1.0455235496920068e-05,0.009992653550903062,,
58,True,,,,,0.0,,,,,,0.00028497297898866236,0.0,6.323432899080217e-05,0.0003165901289321482,0.0,0.0,0.0,0.0,1.2894886822323315e-05,0.009992239865258242,,
59,True,,,,,0.0,,,,,,0.0003153776633553207,0.0,4.126587737118825e-05,0.0003360105911269784,0.0,0.0,0.0,0.0,1.422007153450977e-05,0.009991814858972811,,
60,True,,,,,0.0,,,,,,0.00024153327103704214,0.0,5.888977466383949e-05,0.0002709781692828983,0.0,0.0,0.0,0.0,1.3768085409537889e-05,0.009991378533117804,,
61,True,,,,,0.0,,,,,,0.00030450819758698344,0.0,6.931149982847273e-05,0.0003391639329493046,0.0,0.0,0.0,0.0,1.9294624507892877e-05,0.00999093088879278,,
62,True,,,,,0.0,,,,,,0.00013073443551547825,0.0,2.953911098302342e-05,0.00014550398918800056,0.0,0.0,0.0,0.0,6.214780114532914e-06,0.009990471927125823,,
63,True,,,,,0.0,,,,,,0.00030793301993981004,0.0,5.27377960679587e-05,0.00033430190524086356,0.0,0.0,0.0,0.0,1.2452567716536578e-05,0.009990001649273536,,
64,True,,,,,0.0,,,,,,0.000268577627139166,0.0,7.381067553069443e-05,0.0003054829721804708,0.0,0.0,0.0,0.0,2.6097899535670877e-05,0.009989520056421041,,
65,True,,,,,0.0,,,,,,0.00026625522878021,0.0,6.28440102445893e-05,0.0002976772375404835,0.0,0.0,0.0,0.0,1.3389470950642135e-05,0.009989027149781974,,
66,True,,,,,0.0,,,,,,0.0003060821327380836,0.0,6.740266690030694e-05,0.00033978346618823707,0.0,0.0,0.0,0.0,1.2945894013682846e-05,0.009988522930598478,,
67,True,,,,,0.0,,,,,,0.00023426473489962518,0.0,3.357767855050042e-05,0.0002510535705368966,0.0,0.0,0.0,0.0,1.4672581528429873e-05,0.009988007400141208,,
68,True,,,,,0.0,,,,,,0.0003867465420626104,0.0,6.462007877416909e-05,0.0004190565668977797,0.0,0.0,0.0,0.0,1.9509832782205194e-05,0.009987480559709326,,
69,True,,,,,0.0,,,,,,0.0003170193813275546,0.0,7.485672540497035e-05,0.00035444775130599737,0.0,0.0,0.0,0.0,2.538291118980851e-05,0.00998694241063049,,
70,True,,,,,0.0,,,,,,0.00021422270219773054,0.0,3.7529032852035016e-05,0.00023298722226172686,0.0,0.0,0.0,0.0,7.407860721286852e-06,0.009986392954260861,,
71,True,,,,,0.0,,,,,,0.0001488665584474802,0.0,2.910699367930647e-05,0.00016342005983460695,0.0,0.0,0.0,0.0,1.5044604879221879e-05,0.009985832191985093,,
72,True,,,,,0.0,,,,,,0.00025484716752544045,0.0,5.6448523537255824e-05,0.00028307142201811075,0.0,0.0,0.0,0.0,9.404322554473765e-06,0.00998526012521633,,
73,True,,,,,0.0,,,,,,0.00021487385674845427,0.0,4.643154898076318e-05,0.00023808963305782527,0.0,0.0,0.0,0.0,8.193595931516029e-06,0.009984676755396204,,
74,True,,,,,0.0,,,,,,0.0001873248111223802,0.0,3.855496470350772e-05,0.00020660230075009167,0.0,0.0,0.0,0.0,1.1340913260937668e-05,0.009984082083994837,,
75,True,,,,,0.0,,,,,,0.0002913280331995338,0.0,8.007787255337462e-05,0.0003313669585622847,0.0,0.0,0.0,0.0,3.122070847894065e-05,0.009983476112510823,,
76,True,,,,,0.0,,,,,,0.0002513336658012122,0.0,6.125116487964988e-05,0.00028195924824103713,0.0,0.0,0.0,0.0,2.393569957348518e-05,0.009982858842471238,,
77,True,,,,,0.0,,,,,,0.0003009226347785443,0.0,4.9099791795015335e-05,0.000325472530676052,0.0,0.0,0.0,0.0,1.5007488400442526e-05,0.009982230275431629,,
78,True,,,,,0.0,,,,,,0.00023393364972434938,0.0,4.8547542974120006e-05,0.00025820740847848356,0.0,0.0,0.0,0.0,1.6024285287130624e-05,0.009981590412976013,,
79,True,,,,,0.0,,,,,,0.00021291733719408512,0.0,3.175291931256652e-05,0.00022879379685036838,0.0,0.0,0.0,0.0,9.767303708940744e-06,0.009980939256716873,,
80,True,,,,,0.0,,,,,,0.0003814705996774137,0.0,7.553851173724979e-05,0.0004192398628219962,0.0,0.0,0.0,0.0,1.5702456948929466e-05,0.009980276808295148,,
81,True,,,,,0.0,,,,,,0.00034024700289592147,0.0,5.018420051783323e-05,0.0003653391031548381,0.0,0.0,0.0,0.0,1.3850294635631144e-05,0.009979603069380236,,
82,True,,,,,0.0,,,,,,0.00029441347578540444,0.0,5.144427268533036e-05,0.00032013561576604843,0.0,0.0,0.0,0.0,1.2689049981418066e-05,0.009978918041669994,,
83,True,,,,,0.0,,,,,,0.00023095725919120014,0.0,5.0533701141830534e-05,0.000256224098848179,0.0,0.0,0.0,0.0,1.996286300709471e-05,0.009978221726890717,,
84,True,,,,,0.0,,,,,,0.0003105777723249048,0.0,7.91729471529834e-05,0.0003501642495393753,0.0,0.0,0.0,0.0,2.313201366632711e-05,0.009977514126797149,,
85,True,,,,,0.0,,,,,,0.000188854755833745,0.0,3.749236202565953e-05,0.00020760094048455358,0.0,0.0,0.0,0.0,1.2400190826156177e-05,0.009976795243172474,,
86,True,,,,,0.0,,,,,,0.00013220537221059203,0.0,2.935571683337912e-05,0.0001468832342652604,0.0,0.0,0.0,0.0,1.341878032690147e-05,0.009976065077828312,,
87,True,,,,,0.0,,,,,,0.0002443530538585037,0.0,4.4827738747699186e-05,0.0002667669323273003,0.0,0.0,0.0,0.0,1.763766340445727e-05,0.00997532363260471,,
88,True,,,,,0.0,,,,,,0.0003291947941761464,0.0,0.00013004883658140898,0.0003942192124668509,0.0,0.0,0.0,0.0,6.695122283417732e-05,0.00997457090937014,,
89,True,,,,,0.0,,,,,,0.00025913893477991223,0.0,6.150113767944276e-05,0.00028988951817154884,0.0,0.0,0.0,0.0,1.762643296387978e-05,0.0099738069100215,,
90,True,,,,,0.0,,,,,,0.00033710559364408255,0.0,9.607594984117895e-05,0.0003851435612887144,0.0,0.0,0.0,0.0,3.360582559253089e-05,0.009973031636484105,,
91,True,,,,,0.0,,,,,,0.00017368231783621013,0.0,3.988870594184846e-05,0.00019362667808309197,0.0,0.0,0.0,0.0,1.8039598217001185e-05,0.009972245090711672,,
92,True,,,,,0.0,,,,,,0.0005696921143680811,0.0,0.0002616373240016401,0.0007005108054727316,0.0,0.0,0.0,0.0,0.00010270981874782592,0.009971447274686332,,
93,True,,,,,0.0,,,,,,0.00020864090765826404,0.0,5.779236016678624e-05,0.00023753708228468895,0.0,0.0,0.0,0.0,3.1166153348749503e-05,0.009970638190418619,,
94,True,,,,,0.0,,,,,,0.0002265825169160962,0.0,5.311421409714967e-05,0.00025313961668871343,0.0,0.0,0.0,0.0,2.5066992748179473e-05,0.00996981783994746,,
95,True,,,,,0.0,,,,,,0.00019122361845802516,0.0,5.5756034271325916e-05,0.00021910163923166692,0.0,0.0,0.0,0.0,2.6287525543011725e-05,0.00996898622534017,,
96,True,,,,,0.0,,,,,,0.0003546677762642503,0.0,8.468960004393011e-05,0.0003970125690102577,0.0,0.0,0.0,0.0,2.7567974029807374e-05,0.00996814334869246,,
97,True,,,,,0.0,,,,,,0.0005123855080455542,0.0,0.00022747335606254637,0.0006261221715249121,0.0,0.0,0.0,0.0,9.962980402633548e-05,0.009967289212128413,,
98,True,,,,,0.0,,,,,,0.0002944319858215749,0.0,8.644972695037723e-05,0.00033765684929676354,0.0,0.0,0.0,0.0,3.1669565942138433e-05,0.009966423817800489,,
99,True,,,,,0.0,,,,,,0.0004050969146192074,0.0,8.642786997370422e-05,0.0004483108641579747,0.0,0.0,0.0,0.0,3.809436384472065e-05,0.009965547167889523,,
100,True,,,,,0.0,,,,,,0.00036745989928022027,0.0,0.00011685839854180813,0.00042588909855112433,0.0,0.0,0.0,0.0,3.825488965958357e-05,0.009964659264604707,2.6327907246410424e-05,1.2163326093872176e-05
101,True,,,,,0.0,,,,,,0.0002407198480796069,0.0,8.19473498268053e-05,0.00028169353026896715,0.0,0.0,0.0,0.0,3.231264781788923e-05,0.009963760110183599,,
102,True,,,,,0.0,,,,,,0.00025414139963686466,0.0,9.714878251543269e-05,0.0003027157799806446,0.0,0.0,0.0,0.0,3.907854625140317e-05,0.009962849706892108,,
103,True,,,,,0.0,,,,,,0.0001512506860308349,0.0,5.322487777448259e-05,0.0001778631267370656,0.0,0.0,0.0,0.0,3.1224742997437716e-05,0.00996192805702449,,
104,True,,,,,0.0,,,,,,0.00030411890475079417,0.0,7.473607547581196e-05,0.00034148694248870015,0.0,0.0,0.0,0.0,2.6952200641972013e-05,0.009960995162903337,,
105,True,,,,,0.0,,,,,,0.0002769996353890747,0.0,7.14512134436518e-05,0.0003127252566628158,0.0,0.0,0.0,0.0,3.0458180845016614e-05,0.00996005102687959,,
106,True,,,,,0.0,,,,,,0.0002822706592269242,0.0,9.378973481943831e-05,0.0003291655157227069,0.0,0.0,0.0,0.0,4.2536365072010085e-05,0.00995909565133251,,
107,True,,,,,0.0,,,,,,0.00028856220887973905,0.0,7.23953708074987e-05,0.0003247598942834884,0.0,0.0,0.0,0.0,2.482073614373803e-05,0.009958129038669687,,
108,True,,,,,0.0,,,,,,0.0005197561695240438,0.0,0.0001569530286360532,0.0005982326692901552,0.0,0.0,0.0,0.0,6.0259168094489723e-05,0.009957151191327023,,
109,True,,,,,0.0,,,,,,0.0001783258921932429,0.0,0.00011029707093257457,0.00023347442038357258,0.0,0.0,0.0,0.0,6.843855226179585e-05,0.009956162111768741,,
110,True,,,,,0.0,,,,,,0.00025377629208378494,0.0,5.997879634378478e-05,0.00028376569389365613,0.0,0.0,0.0,0.0,2.2399399313144386e-05,0.009955161802487362,,
111,True,,,,,0.0,,,,,,0.0007614304195158184,0.0,0.0003442825982347131,0.0009335717186331749,0.0,0.0,0.0,0.0,0.00012750443420372903,0.009954150266003709,,
112,True,,,,,0.0,,,,,,0.0002760424977168441,0.0,7.826840010238811e-05,0.00031517670140601695,0.0,0.0,0.0,0.0,2.2501319108414464e-05,0.0099531275048669,,
113,True,,,,,0.0,,,,,,0.0003040830488316715,0.0,0.00011099394760094583,0.0003595800371840596,0.0,0.0,0.0,0.0,4.20545729866717e-05,0.009952093521654335,,
114,True,,,,,0.0,,,,,,0.00037587835686281323,0.0,0.00011521691340021789,0.0004334868281148374,0.0,0.0,0.0,0.0,3.8154521462274715e-05,0.009951048318971697,,
115,True,,,,,0.0,,,,,,0.0001609965111128986,0.0,4.887709656031802e-05,0.0001854350557550788,0.0,0.0,0.0,0.0,2.070406117127277e-05,0.009949991899452944,,
116,True,,,,,0.0,,,,,,0.00018244316743221134,0.0,5.7445628044661134e-05,0.00021116598509252071,0.0,0.0,0.0,0.0,2.2714668375556357e-05,0.0099489242657603,,
117,True,,,,,0.0,,,,,,0.0004190649779047817,0.0,0.00014340317284222692,0.0004907665424980223,0.0,0.0,0.0,0.0,4.859857290284708e-05,0.009947845420584247,,
118,True,,,,,0.0,,,,,,0.0005084281438030303,0.0,9.21267201192677e-05,0.0005544915329664946,0.0,0.0,0.0,0.0,2.760127608780749e-05,0.009946755366643523,,
119,True,,,,,0.0,,,,,,0.0003520260797813535,0.0,0.00013738812413066626,0.0004207201418466866,0.0,0.0,0.0,0.0,5.0432077841833234e-05,0.00994565410668511,,
120,True,,,,,0.0,,,,,,0.0008992442744784057,0.0,0.00044473688467405736,0.0011216127313673496,0.0,0.0,0.0,0.0,0.00013515062164515257,0.009944541643484232,,
121,True,,,,,0.0,,,,,,0.0003447590279392898,0.0,0.00010272583313053474,0.00039612193359062076,0.0,0.0,0.0,0.0,4.132611138629727e-05,0.009943417979844344,,
122,True,,,,,0.0,,,,,,0.000369813060387969,0.0,0.00010140064841834828,0.00042051338823512197,0.0,0.0,0.0,0.0,4.730978253064677e-05,0.00994228311859713,,
123,True,,,,,0.0,,,,,,0.000546097697224468,0.0,0.00022184260888025165,0.0006570189725607634,0.0,0.0,0.0,0.0,9.148904064204544e-05,0.009941137062602487,,
124,True,,,,,0.0,,,,,,0.00035090738674625754,0.0,0.00010862255294341594,0.0004052186559420079,0.0,0.0,0.0,0.0,3.4999775380128995e-05,0.009939979814748529,,
125,True,,,,,0.0,,,,,,0.00021941073646303266,0.0,8.926222653826699e-05,0.00026404185337014496,0.0,0.0,0.0,0.0,4.806996730621904e-05,0.009938811377951568,,
126,True,,,,,0.0,,,,,,0.00021034122619312257,0.0,7.815392746124417e-05,0.00024941819719970226,0.0,0.0,0.0,0.0,3.2146468583960086e-05,0.009937631755156119,,
127,True,,,,,0.0,,,,,,0.0003339395043440163,0.0,0.0001073903331416659,0.0003876346745528281,0.0,0.0,0.0,0.0,3.9488393667852506e-05,0.009936440949334878,,
128,True,,,,,0.0,,,,,,0.0002410403685644269,0.0,8.073291246546432e-05,0.00028140682843513787,0.0,0.0,0.0,0.0,4.152227484155446e-05,0.009935238963488732,,
129,True,,,,,0.0,,,,,,0.00021589535754173994,0.0,5.968518598820083e-05,0.00024573795963078737,0.0,0.0,0.0,0.0,2.1541573005379178e-05,0.009934025800646737,,
130,True,,,,,0.0,,,,,,0.0002850786841008812,0.0,9.468520147493109e-05,0.00033242127392441034,0.0,0.0,0.0,0.0,3.367431054357439e-05,0.009932801463866115,,
131,True,,,,,0.0,,,,,,0.00017500820104032755,0.0,8.766500832280144e-05,0.00021884070883970708,0.0,0.0,0.0,0.0,5.299422991811298e-05,0.009931565956232251,,
132,True,,,,,0.0,,,,,,0.0003235935000702739,0.0,9.614879672881216e-05,0.00037166790571063757,0.0,0.0,0.0,0.0,3.732559707714245e-05,0.009930319280858677,,
133,True,,,,,0.0,,,,,,0.00039138755528256297,0.0,9.91162087302655e-05,0.00044094567419961095,0.0,0.0,0.0,0.0,4.617872036760673e-05,0.009929061440887068,,
134,True,,,,,0.0,,,,,,0.00040980568155646324,0.0,0.00013867384404875338,0.0004791425890289247,0.0,0.0,0.0,0.0,5.55993574380409e-05,0.009927792439487236,,
135,True,,,,,0.0,,,,,,0.0005161070730537176,0.0,0.0001637537934584543,0.0005979839479550719,0.0,0.0,0.0,0.0,7.446435483871028e-05,0.009926512279857119,,
136,True,,,,,0.0,,,,,,0.00022792733216192573,0.0,7.585177081637084e-05,0.00026585321757011116,0.0,0.0,0.0,0.0,4.047791662742384e-05,0.009925220965222777,,
137,True,,,,,0.0,,,,,,0.00034229090670123696,0.0,9.330826287623495e-05,0.00038894504541531205,0.0,0.0,0.0,0.0,4.982161408406682e-05,0.009923918498838377,,
138,True,,,,,0.0,,,,,,0.00031848158687353134,0.0,7.612302579218522e-05,0.00035654311068356037,0.0,0.0,0.0,0.0,2.4580505851190537e-05,0.009922604883986197,,
139,True,,,,,0.0,,,,,,0.00024238058540504426,0.0,7.741361332591623e-05,0.00028108738479204476,0.0,0.0,0.0,0.0,2.725584818108473e-05,0.009921280123976597,,
140,True,,,,,0.0,,,,,,0.000373022019630298,0.0,9.323999984189868e-05,0.00041964201955124736,0.0,0.0,0.0,0.0,2.7408321329858154e-05,0.009919944222148034,,
141,True,,,,,0.0,,,,,,0.00016548827989026904,0.0,3.828109038295224e-05,0.00018462882144376636,0.0,0.0,0.0,0.0,1.583098855917342e-05,0.009918597181867037,,
142,True,,,,,0.0,,,,,,0.00024415747611783445,0.0,5.0793300033546984e-05,0.0002695541188586503,0.0,0.0,0.0,0.0,2.049324757535942e-05,0.009917239006528206,,
143,True,,,,,0.0,,,,,,0.00023222847084980458,0.0,7.812549301888794e-05,0.00027129121008329093,0.0,0.0,0.0,0.0,3.7656347558368e-05,0.009915869699554204,,
144,True,,,,,0.0,,,,,,0.0001834197755670175,0.0,4.249766789143905e-05,0.00020466861315071583,0.0,0.0,0.0,0.0,1.5057161363074556e-05,0.009914489264395743,,
145,True,,,,,0.0,,,,,,0.00040142866782844067,0.0,0.00010610312165226787,0.0004544802359305322,0.0,0.0,0.0,0.0,3.4535241866251454e-05,0.009913097704531583,,
146,True,,,,,0.0,,,,,,0.0002620618906803429,0.0,6.7862230935134e-05,0.0002959929988719523,0.0,0.0,0.0,0.0,2.1707861378672533e-05,0.00991169502346851,,
147,True,,,,,0.0,,,,,,0.00023614817473571748,0.0,6.16787001490593e-05,0.00026698753936216235,0.0,0.0,0.0,0.0,1.9766368495766073e-05,0.009910281224741347,,
148,True,,,,,0.0,,,,,,0.00023130091722123325,0.0,6.741206016158685e-05,0.00026500693638809025,0.0,0.0,0.0,0.0,3.350376573507674e-05,0.009908856311912923,,
149,True,,,,,0.0,,,,,,0.00013229798059910536,0.0,2.6734764105640352e-05,0.00014566536992788315,0.0,0.0,0.0,0.0,1.791063004930038e-05,0.009907420288574087,,
150,True,,,,,0.0,,,,,,0.0002807588316500187,0.0,5.414374027168378e-05,0.00030783069087192416,0.0,0.0,0.0,0.0,1.6497539036208764e-05,0.009905973158343673,,
151,True,,,,,0.0,,,,,,0.0002667489752639085,0.0,5.4140586144058034e-05,0.0002938192628789693,0.0,0.0,0.0,0.0,2.5503064534859732e-05,0.00990451492486852,,
152,True,,,,,0.0,,,,,,0.00017932608898263425,0.0,4.2913350625894964e-05,0.00020078275701962411,0.0,0.0,0.0,0.0,1.8487526176613756e-05,0.009903045591823435,,
