step,applied,reason,joint_w4_loss,cycle_loss,teacher_mse,budget_penalty,dual_mse,dual_ssim,block,discriminator_loss,discriminator_applied,reconstruction_mse,perceptual_loss,preservation_mse,loss,residual_loss,trust_loss,spectral_loss,adversarial_loss,grad_norm,learning_rate,reconstruction_gradient_norm,teacher_gradient_norm,preservation_gradient_norm
428,True,,,,0.0006673565367236733,0.0,,,,,,0.0031600601505488157,0.05598177760839462,0.00010060223576147109,0.009475895203649998,0.0,0.0,0.0,0.0,0.00011606444604694843,0.009092975895791292,,,
429,True,,,,0.00032426422694697976,0.0,,,,,,0.0025495984591543674,0.04085354506969452,6.762924022041261e-05,0.006993031594902277,0.0,0.0,0.0,0.0,7.3856113885995e-05,0.009088670388456418,,,
430,True,,,,0.0005339236231520772,0.0,,,,,,0.002831795020028949,0.05250483751296997,0.0001222814607899636,0.008677342906594276,0.0,0.0,0.0,0.0,8.796150359557942e-05,0.009084355837515467,,,
431,True,,,,0.00030536495614796877,0.0,,,,,,0.0037309248000383377,0.061993204057216644,6.545386713696644e-05,0.010268337093293667,0.0,0.0,0.0,0.0,7.958765490911901e-05,0.009080032253841299,,,
432,True,,,,0.0003432116936892271,0.0,,,,,,0.0031631342135369778,0.06465539336204529,5.5509932280983776e-05,0.009999641217291355,0.0,0.0,0.0,0.0,0.00010944401583401486,0.00907569964832953,,,
433,True,,,,0.00024279439821839333,0.0,,,,,,0.00381269957870245,0.05238471180200577,5.280806726659648e-05,0.009320368990302086,0.0,0.0,0.0,0.0,8.544716547476128e-05,0.009071358031898518,,,
434,True,,,,0.0007765413029119372,0.0,,,,,,0.0013571595773100853,0.03931238874793053,0.00013176241191104054,0.006130821071565151,0.0,0.0,0.0,0.0,6.835169915575534e-05,0.009067007415489324,,,
435,True,,,,0.00035126000875607133,0.0,,,,,,0.007282093167304993,0.08111424744129181,6.163811485748738e-05,0.015775596722960472,0.0,0.0,0.0,0.0,9.83637073659338e-05,0.009062647810065693,,,
436,True,,,,0.0006654464523307979,0.0,,,,,,0.004324148874729872,0.05723161995410919,9.393361688125879e-05,0.01075972430408001,0.0,0.0,0.0,0.0,7.900414493633434e-05,0.00905827922661402,,,
437,True,,,,0.0003356589877512306,0.0,,,,,,0.0032883144449442625,0.05231223255395889,6.396840035449713e-05,0.008887181058526039,0.0,0.0,0.0,0.0,7.147891301428899e-05,0.009053901676143327,,,
438,True,,,,0.0005428162403404713,0.0,,,,,,0.002485255477949977,0.04886932671070099,0.00010454476432641968,0.007967276498675346,0.0,0.0,0.0,0.0,8.028695447137579e-05,0.00904951516968523,,,
439,True,,,,0.00031117533217184246,0.0,,,,,,0.004589811433106661,0.0843537300825119,5.172610326553695e-05,0.013362223282456398,0.0,0.0,0.0,0.0,0.00011925362923648208,0.009045119718293922,,,
440,True,,,,0.00034961229539476335,0.0,,,,,,0.0022033737041056156,0.0534215122461319,6.049204966984689e-05,0.007925383746623993,0.0,0.0,0.0,0.0,9.676572517491877e-05,0.009040715333046125,,,
441,True,,,,0.0002450625761412084,0.0,,,,,,0.0022108247503638268,0.043701112270355225,5.484578650793992e-05,0.006853421684354544,0.0,0.0,0.0,0.0,8.723005157662556e-05,0.009036302025041089,,,
442,True,,,,0.0007792949909344316,0.0,,,,,,0.004637124948203564,0.07196658849716187,0.0001272780791623518,0.012676717713475227,0.0,0.0,0.0,0.0,0.00012001099821645766,0.009031879805400538,,,
443,True,,,,0.00033447923487983644,0.0,,,,,,0.004603904206305742,0.0576869398355484,6.914632831467316e-05,0.010741650126874447,0.0,0.0,0.0,0.0,8.485514263156801e-05,0.009027448685268662,,,
444,True,,,,0.0006307673174887896,0.0,,,,,,0.004848124925047159,0.07353249192237854,9.804349247133359e-05,0.012881163507699966,0.0,0.0,0.0,0.0,9.917665011016652e-05,0.009023008675812075,,,
445,True,,,,0.00031307601602748036,0.0,,,,,,0.003335010027512908,0.06238403171300888,6.570057303179055e-05,0.009919339790940285,0.0,0.0,0.0,0.0,9.17226861929521e-05,0.009018559788219794,,,
446,True,,,,0.0005348480772227049,0.0,,,,,,0.0022940333001315594,0.049705620855093,0.00011524539877427742,0.007857066579163074,0.0,0.0,0.0,0.0,9.001445869216695e-05,0.009014102033703215,,,
447,True,,,,0.0002981389407068491,0.0,,,,,,0.002656378550454974,0.06119728460907936,5.1766401156783104e-05,0.009100128896534443,0.0,0.0,0.0,0.0,9.358193346997723e-05,0.009009635423496068,,,
448,True,,,,0.0003411568177398294,0.0,,,,,,0.002633035648614168,0.04690685123205185,5.4737287427997217e-05,0.007692246697843075,0.0,0.0,0.0,0.0,7.750520308036357e-05,0.009005159968854407,,,
449,True,,,,0.00024581816978752613,0.0,,,,,,0.005578145384788513,0.07552900165319443,5.1598191930679604e-05,0.013402663171291351,0.0,0.0,0.0,0.0,8.939917461248115e-05,0.009000675681056577,,,
450,True,,,,0.0007726741023361683,0.0,,,,,,0.004380546975880861,0.06587560474872589,0.0001580145617481321,0.011819789186120033,0.0,0.0,0.0,0.0,9.112958650803193e-05,0.008996182571403175,,,
451,True,,,,0.0003464145993348211,0.0,,,,,,0.007678248919546604,0.08094479143619537,6.531918188557029e-05,0.016151802614331245,0.0,0.0,0.0,0.0,0.00010590751480776817,0.008991680651217035,,,
452,True,,,,0.0006535258144140244,0.0,,,,,,0.0035686097107827663,0.06046006828546524,0.00010143595864064991,0.010318860411643982,0.0,0.0,0.0,0.0,9.229165880242363e-05,0.008987169931843193,,,
453,True,,,,0.00031885449425317347,0.0,,,,,,0.005540430545806885,0.07093365490436554,6.639932689722627e-05,0.012985850684344769,0.0,0.0,0.0,0.0,8.659528975840658e-05,0.008982650424648858,,,
454,True,,,,0.0005122821312397718,0.0,,,,,,0.004703703336417675,0.06534023582935333,0.00012268114369362593,0.011811350472271442,0.0,0.0,0.0,0.0,0.00010121741070179269,0.008978122141023384,,,
455,True,,,,0.0003023084718734026,0.0,,,,,,0.003293447196483612,0.05653950572013855,5.083996438770555e-05,0.00927512627094984,0.0,0.0,0.0,0.0,8.582200825912878e-05,0.008973585092378247,,,
456,True,,,,0.0003393833467271179,0.0,,,,,,0.0017662495374679565,0.04644414782524109,6.0740461776731536e-05,0.00678041810169816,0.0,0.0,0.0,0.0,7.320933946175501e-05,0.008969039290147003,,,
457,True,,,,0.00024245654640253633,0.0,,,,,,0.003822722239419818,0.05381491780281067,5.467371011036448e-05,0.009474008344113827,0.0,0.0,0.0,0.0,8.655997226014733e-05,0.008964484745785277,,,
458,True,,,,0.0007814198615960777,0.0,,,,,,0.0029540080577135086,0.05448560789227486,0.00012641387002076954,0.009247195906937122,0.0,0.0,0.0,0.0,9.008294000523165e-05,0.008959921470770718,,,
459,True,,,,0.00034537757164798677,0.0,,,,,,0.0034042522311210632,0.055195484310388565,7.260589336510748e-05,0.009305480867624283,0.0,0.0,0.0,0.0,8.506269659847021e-05,0.008955349476602977,,,
460,True,,,,0.000644656247459352,0.0,,,,,,0.0029060598462820053,0.04786108806729317,0.00010810440289787948,0.008390877395868301,0.0,0.0,0.0,0.0,6.763551937183365e-05,0.00895076877480368,,,
461,True,,,,0.0003156751627102494,0.0,,,,,,0.003650774946436286,0.05788208544254303,7.03668047208339e-05,0.009789842180907726,0.0,0.0,0.0,0.0,7.750666554784402e-05,0.008946179376916396,,,
462,True,,,,0.0005002692923881114,0.0,,,,,,0.0022748825140297413,0.06051435321569443,0.00011801221262430772,0.00888559315353632,0.0,0.0,0.0,0.0,9.919214062392712e-05,0.008941581294506607,,,
463,True,,,,0.00029425928369164467,0.0,,,,,,0.004310714080929756,0.07482077926397324,6.195913010742515e-05,0.012118030339479446,0.0,0.0,0.0,0.0,9.33361952775158e-05,0.008936974539161681,,,
464,True,,,,0.00033759159850887954,0.0,,,,,,0.00856112316250801,0.07213100790977478,5.478802995639853e-05,0.016139209270477295,0.0,0.0,0.0,0.0,0.00011587556946324185,0.008932359122490843,,,
465,True,,,,0.0002439366653561592,0.0,,,,,,0.006649848073720932,0.06920009851455688,5.3419276810018346e-05,0.013840503990650177,0.0,0.0,0.0,0.0,8.649368101032451e-05,0.008927735056125147,,,
466,True,,,,0.0007625672733411193,0.0,,,,,,0.0028145199175924063,0.05505618453025818,0.00015174379223026335,0.009158577769994736,0.0,0.0,0.0,0.0,8.190950029529631e-05,0.008923102351717439,,,
467,True,,,,0.00034452578984200954,0.0,,,,,,0.002275605220347643,0.04548657312989235,5.318590410752222e-05,0.007195381447672844,0.0,0.0,0.0,0.0,7.742844900349155e-05,0.008918461020942335,,,
468,True,,,,0.000635072123259306,0.0,,,,,,0.0038206162862479687,0.07279812544584274,9.25036147236824e-05,0.011781753972172737,0.0,0.0,0.0,0.0,0.00014014000771567225,0.008913811075496197,,,
469,True,,,,0.0003255436313338578,0.0,,,,,,0.002662489889189601,0.04699966311454773,5.5554664868395776e-05,0.007715777028352022,0.0,0.0,0.0,0.0,6.994018622208387e-05,0.008909152527097085,,,
470,True,,,,0.0005237090517766774,0.0,,,,,,0.0032233926467597485,0.06098347157239914,0.0001117280189646408,0.009901313111186028,0.0,0.0,0.0,0.0,8.303343929583207e-05,0.00890448538748475,,,
471,True,,,,0.00030333426548168063,0.0,,,,,,0.004150966182351112,0.08066343516111374,4.275996980140917e-05,0.012542025186121464,0.0,0.0,0.0,0.0,9.945698548108339e-05,0.008899809668420581,,,
472,True,,,,0.0003308212326373905,0.0,,,,,,0.0023636333644390106,0.05891601741313934,4.777932190336287e-05,0.008609946817159653,0.0,0.0,0.0,0.0,7.907222607173026e-05,0.008895125381687598,,,
473,True,,,,0.00023852793674450368,0.0,,,,,,0.003826078725978732,0.045777577906847,4.705182436737232e-05,0.00866589043289423,0.0,0.0,0.0,0.0,8.847276330925524e-05,0.00889043253909041,,,
474,True,,,,0.0007379970047622919,0.0,,,,,,0.005092513747513294,0.06312987953424454,0.00014403514796867967,0.012215515598654747,0.0,0.0,0.0,0.0,8.673196862218902e-05,0.00888573115245518,,,
475,True,,,,0.0003278669319115579,0.0,,,,,,0.003625432960689068,0.05973009765148163,6.884179310873151e-05,0.00996073056012392,0.0,0.0,0.0,0.0,8.224974590120837e-05,0.008881021233629613,,,
476,True,,,,0.0006237141788005829,0.0,,,,,,0.003587127663195133,0.05221793055534363,0.00010503269731998444,0.009485150687396526,0.0,0.0,0.0,0.0,7.090705184964463e-05,0.008876302794482904,,,
477,True,,,,0.0003125688817817718,0.0,,,,,,0.0037213272880762815,0.07034818828105927,7.173369522206485e-05,0.011104581877589226,0.0,0.0,0.0,0.0,0.00010865294461837038,0.008871575846905731,,,
478,True,,,,0.0005152259836904705,0.0,,,,,,0.001658948021940887,0.03366122022271156,0.00011673502740450203,0.005598663352429867,0.0,0.0,0.0,0.0,7.087735139066353e-05,0.008866840402810206,,,
479,True,,,,0.0002889047027565539,0.0,,,,,,0.0031091556884348392,0.05104943364858627,4.849156175623648e-05,0.008527250029146671,0.0,0.0,0.0,0.0,8.522169082425535e-05,0.008862096474129859,,,
480,True,,,,0.000332974101183936,0.0,,,,,,0.003195679746568203,0.06520698964595795,5.281656558508985e-05,0.010075761005282402,0.0,0.0,0.0,0.0,8.246045763371512e-05,0.008857344072819589,,,
481,True,,,,0.00023834947205614299,0.0,,,,,,0.0036978002171963453,0.05802057310938835,5.257069642539136e-05,0.009764492511749268,0.0,0.0,0.0,0.0,9.680747461970896e-05,0.00885258321085566,,,
482,True,,,,0.000752235297113657,0.0,,,,,,0.0035481159575283527,0.08416099846363068,0.000139629963086918,0.012786267325282097,0.0,0.0,0.0,0.0,0.000131504304590635,0.008847813900235655,,,
483,True,,,,0.000342177547281608,0.0,,,,,,0.0022825514897704124,0.045619845390319824,6.724056584062055e-05,0.007220333907753229,0.0,0.0,0.0,0.0,0.00010122243838850409,0.00884303615297844,,,
484,True,,,,0.0006302169640548527,0.0,,,,,,0.0025633201003074646,0.04287634789943695,0.00010788794315885752,0.007535116281360388,0.0,0.0,0.0,0.0,7.125338015612215e-05,0.008838249981124147,,,
485,True,,,,0.0003159926272928715,0.0,,,,,,0.00814330019056797,0.07739753276109695,6.936702993698418e-05,0.01623373106122017,0.0,0.0,0.0,0.0,0.00011179310968145728,0.00883345539673414,,,
486,True,,,,0.0004970381851308048,0.0,,,,,,0.005137175787240267,0.056693464517593384,0.00012682807573582977,0.01136697456240654,0.0,0.0,0.0,0.0,8.705937216291204e-05,0.008828652411890982,,,
487,True,,,,0.0002884867717511952,0.0,,,,,,0.00466602249071002,0.057991333305835724,6.577697058673948e-05,0.010786531493067741,0.0,0.0,0.0,0.0,9.42149999900721e-05,0.008823841038698401,,,
488,True,,,,0.00032987911254167557,0.0,,,,,,0.002699723467230797,0.05839522182941437,6.004341412335634e-05,0.008899147622287273,0.0,0.0,0.0,0.0,0.00010222112177871168,0.008819021289281269,,,
489,True,,,,0.0002429956803098321,0.0,,,,,,0.006572545971721411,0.06280548125505447,5.1355640607653186e-05,0.013121767900884151,0.0,0.0,0.0,0.0,7.37381269573234e-05,0.008814193175785568,,,
490,True,,,,0.0007611754699610174,0.0,,,,,,0.0024127964861691,0.055859699845314026,0.00011913444905076176,0.00881950929760933,0.0,0.0,0.0,0.0,9.695412154542282e-05,0.00880935671037835,,,
491,True,,,,0.0003461661690380424,0.0,,,,,,0.0023002764210104942,0.050433672964572906,5.3667343308916315e-05,0.007716643624007702,0.0,0.0,0.0,0.0,7.936736801639199e-05,0.008804511905247723,,,
492,True,,,,0.0006083070766180754,0.0,,,,,,0.00354745052754879,0.04657724127173424,0.00010663585271686316,0.008866800926625729,0.0,0.0,0.0,0.0,7.296478725038469e-05,0.008799658772602805,,,
493,True,,,,0.0003047589852940291,0.0,,,,,,0.003047023434191942,0.06980495154857635,6.736543582519516e-05,0.01036596018821001,0.0,0.0,0.0,0.0,8.710939437150955e-05,0.008794797324673703,,,
494,True,,,,0.0004863926151301712,0.0,,,,,,0.0014851752202957869,0.036560118198394775,0.00015089643420651555,0.005703027825802565,0.0,0.0,0.0,0.0,8.122790313791484e-05,0.008789927573711479,,,
495,True,,,,0.00028448092052713037,0.0,,,,,,0.003917263820767403,0.05171767622232437,4.9180787755176425e-05,0.009398103691637516,0.0,0.0,0.0,0.0,9.084244084078819e-05,0.008785049531988115,,,
496,True,,,,0.00032836239552125335,0.0,,,,,,0.002602600958198309,0.05104779452085495,5.067003075964749e-05,0.008061078377068043,0.0,0.0,0.0,0.0,7.369102240772918e-05,0.008780163211796494,,,
497,True,,,,0.0002352096198592335,0.0,,,,,,0.0036259868647903204,0.06251271814107895,4.781091047334485e-05,0.010136373341083527,0.0,0.0,0.0,0.0,8.820041693979874e-05,0.00877526862545035,,,
498,True,,,,0.0007303193560801446,0.0,,,,,,0.0024998788721859455,0.040988557040691376,0.00012063630856573582,0.00738937221467495,0.0,0.0,0.0,0.0,6.687120185233653e-05,0.00877036578528426,,,
499,True,,,,0.0003347545862197876,0.0,,,,,,0.00206193164922297,0.045015767216682434,5.2357074309838936e-05,0.0069244420155882835,0.0,0.0,0.0,0.0,7.215484220068902e-05,0.008765454703653591,,,
500,True,,,,0.0006287444848567247,0.0,,,,,,0.00281485915184021,0.049521155655384064,9.24535415833816e-05,0.008441945537924767,0.0,0.0,0.0,0.0,9.031260560732335e-05,0.008760535392934487,8.4550767991069e-05,1.783212530769573e-05,5.8617814922366285e-06
501,True,,,,0.00031303378636948764,0.0,,,,,,0.002590170595794916,0.06506016105413437,6.882618617964908e-05,0.009443633258342743,0.0,0.0,0.0,0.0,0.00010854136053239927,0.008755607865523823,,,
502,True,,,,0.0005290587432682514,0.0,,,,,,0.0019657041411846876,0.039929673075675964,9.094428969547153e-05,0.006533202715218067,0.0,0.0,0.0,0.0,8.232134860008955e-05,0.008750672133839186,,,
503,True,,,,0.00028329744236543775,0.0,,,,,,0.0034106418024748564,0.04955386370420456,5.22094160260167e-05,0.008675429970026016,0.0,0.0,0.0,0.0,7.765056216157973e-05,0.008745728210318831,,,
504,True,,,,0.0003219498321413994,0.0,,,,,,0.007794264238327742,0.10023340582847595,5.0774324336089194e-05,0.018164943903684616,0.0,0.0,0.0,0.0,0.00013059680350124836,0.008740776107421666,,,
505,True,,,,0.00023566988238599151,0.0,,,,,,0.0027716495096683502,0.046259183436632156,4.840581095777452e-05,0.0076574403792619705,0.0,0.0,0.0,0.0,6.969079549890012e-05,0.008735815837627203,,,
506,True,,,,0.000722902943380177,0.0,,,,,,0.0014987288741394877,0.04743446037173271,0.00014022001414559782,0.007035187911242247,0.0,0.0,0.0,0.0,0.00011251716932747513,0.008730847413435541,,,
507,True,,,,0.0003277640789747238,0.0,,,,,,0.0019730757921934128,0.04430518299341202,8.4460130892694e-05,0.0067735882475972176,0.0,0.0,0.0,0.0,8.325499220518395e-05,0.008725870847367324,,,
508,True,,,,0.0005969618214294314,0.0,,,,,,0.0019217049703001976,0.045847125351428986,0.00010900833149207756,0.007157883606851101,0.0,0.0,0.0,0.0,8.30912686069496e-05,0.008720886151963715,,,
509,True,,,,0.000293712189886719,0.0,,,,,,0.0027705305255949497,0.04430519789457321,7.02426623320207e-05,0.007529883645474911,0.0,0.0,0.0,0.0,8.933303615776822e-05,0.008715893339786366,,,
510,True,,,,0.0004989472217857838,0.0,,,,,,0.0026422932278364897,0.049119044095277786,0.00010722644947236404,0.008106758818030357,0.0,0.0,0.0,0.0,8.510446059517562e-05,0.008710892423417382,,,
511,True,,,,0.0002949062327388674,0.0,,,,,,0.004022035747766495,0.04808063805103302,4.955926488037221e-05,0.009149786084890366,0.0,0.0,0.0,0.0,9.800861880648881e-05,0.00870588341545929,,,
512,True,,,,0.0003264957922510803,0.0,,,,,,0.0035710707306861877,0.051085539162158966,5.49057949683629e-05,0.009033572860062122,0.0,0.0,0.0,0.0,8.252484985860065e-05,0.008700866328535008,,,
513,True,,,,0.00023332277487497777,0.0,,,,,,0.004534946288913488,0.048273831605911255,5.4083804570836946e-05,0.009622693993151188,0.0,0.0,0.0,0.0,6.755899084964767e-05,0.008695841175287815,,,
514,True,,,,0.0007313610403798521,0.0,,,,,,0.004829597659409046,0.07361870259046555,0.00011716911103576422,0.0129814138635993,0.0,0.0,0.0,0.0,0.00012182513455627486,0.008690807968381316,,,
515,True,,,,0.0003336908994242549,0.0,,,,,,0.002749083563685417,0.05955340713262558,7.109521538950503e-05,0.00907366257160902,0.0,0.0,0.0,0.0,9.816741658141837e-05,0.008685766720499413,,,
516,True,,,,0.0006122738122940063,0.0,,,,,,0.004434566479176283,0.06636850535869598,0.00010855698201339692,0.01173796970397234,0.0,0.0,0.0,0.0,8.421992970397696e-05,0.00868071744434627,,,
517,True,,,,0.00030462787253782153,0.0,,,,,,0.004302318673580885,0.06707379221916199,6.436074181692675e-05,0.011346505954861641,0.0,0.0,0.0,0.0,0.00010762865713331848,0.008675660152646283,,,
518,True,,,,0.0004847357049584389,0.0,,,,,,0.0027971104718744755,0.03765406832098961,0.00011187322525074705,0.00710318936035037,0.0,0.0,0.0,0.0,8.730380795896053e-05,0.008670594858144049,,,
519,True,,,,0.000280333508271724,0.0,,,,,,0.0018468329217284918,0.04658464714884758,5.5483687901869416e-05,0.006813372951000929,0.0,0.0,0.0,0.0,8.198354043997824e-05,0.00866552157360433,,,
520,True,,,,0.00032456335611641407,0.0,,,,,,0.003320313524454832,0.045963216572999954,5.646844510920346e-05,0.008269432000815868,0.0,0.0,0.0,0.0,7.115186599548906e-05,0.008660440311812028,,,
521,True,,,,0.00023272148973774165,0.0,,,,,,0.0016990903532132506,0.04576214775443077,6.090878014219925e-05,0.006538481451570988,0.0,0.0,0.0,0.0,8.06477473815903e-05,0.00865535108557214,,,
522,True,,,,0.0007181747350841761,0.0,,,,,,0.003980396781116724,0.049786489456892014,0.00012016107211820781,0.00973730068653822,0.0,0.0,0.0,0.0,7.601141987834126e-05,0.00865025390770974,,,
523,True,,,,0.0003238217905163765,0.0,,,,,,0.0024385787546634674,0.04695843160152435,7.02752877259627e-05,0.007493381854146719,0.0,0.0,0.0,0.0,0.00010674396617105231,0.008645148791069939,,,
524,True,,,,0.0005956137902103364,0.0,,,,,,0.005459542386233807,0.07701218873262405,0.00010626166476868093,0.013809505850076675,0.0,0.0,0.0,0.0,0.00010461426427355036,0.008640035748517854,,,
525,True,,,,0.00032092045876197517,0.0,,,,,,0.007830408401787281,0.08544100075960159,9.501272870693356e-05,0.01674293726682663,0.0,0.0,0.0,0.0,0.00012035490362904966,0.008634914792938578,,,
526,True,,,,0.0004896031459793448,0.0,,,,,,0.002682592486962676,0.05064411461353302,0.00018629925034474581,0.008329756557941437,0.0,0.0,0.0,0.0,8.861609967425466e-05,0.008629785937237138,,,
527,True,,,,0.0002777973422780633,0.0,,,,,,0.005556821823120117,0.050686128437519073,5.866442734259181e-05,0.010932564735412598,0.0,0.0,0.0,0.0,8.496412920067087e-05,0.008624649194338476,,,
528,True,,,,0.0003197787737008184,0.0,,,,,,0.0030209082178771496,0.052384696900844574,6.275538180489093e-05,0.00861053541302681,0.0,0.0,0.0,0.0,8.398144564125687e-05,0.00861950457718741,,,
529,True,,,,0.0002350931754335761,0.0,,,,,,0.004255322273820639,0.05826018378138542,7.17335642548278e-05,0.010352300480008125,0.0,0.0,0.0,0.0,0.00010291954822605476,0.008614352098748598,,,
530,True,,,,0.0007401806651614606,0.0,,,,,,0.0026772194541990757,0.05680309236049652,0.00016163276450242847,0.009178525768220425,0.0,0.0,0.0,0.0,0.00011564099258976057,0.008609191772006511,,,
531,True,,,,0.00033362788963131607,0.0,,,,,,0.0019403835758566856,0.04844623804092407,5.689025783794932e-05,0.007147080264985561,0.0,0.0,0.0,0.0,7.648146856809035e-05,0.008604023609965398,,,
532,True,,,,0.0006048793438822031,0.0,,,,,,0.004815207794308662,0.05799037590622902,9.577694436302409e-05,0.011267013847827911,0.0,0.0,0.0,0.0,8.857743523549289e-05,0.008598847625649254,,,
533,True,,,,0.0003056295099668205,0.0,,,,,,0.004088874440640211,0.053156573325395584,6.0330494306981564e-05,0.009740326553583145,0.0,0.0,0.0,0.0,9.430495265405625e-05,0.008593663832101783,,,
534,True,,,,0.0005035084905102849,0.0,,,,,,0.003560427576303482,0.055311962962150574,0.00010994295007549226,0.009650103747844696,0.0,0.0,0.0,0.0,0.00010606899741105735,0.008588472242386375,,,
535,True,,,,0.0002947016037069261,0.0,,,,,,0.0019777759443968534,0.0443919412791729,7.037584146019071e-05,0.006746859289705753,0.0,0.0,0.0,0.0,8.467689622193575e-05,0.008583272869586059,,,
536,True,,,,0.0003216073091607541,0.0,,,,,,0.005617768969386816,0.05955880135297775,6.804422446293756e-05,0.011929278261959553,0.0,0.0,0.0,0.0,0.000104545644717291,0.008578065726803483,,,
537,True,,,,0.00022404221817851067,0.0,,,,,,0.005538029130548239,0.09218967705965042,6.254429172258824e-05,0.015012310817837715,0.0,0.0,0.0,0.0,0.00010246845340589061,0.008572850827160874,,,
538,True,,,,0.0006923581240698695,0.0,,,,,,0.0022842022590339184,0.039266109466552734,0.00015331179019995034,0.006979827303439379,0.0,0.0,0.0,0.0,7.536999328294769e-05,0.008567628183800007,,,
539,True,,,,0.0003265038540121168,0.0,,,,,,0.00447481032460928,0.06891043484210968,7.856220327084884e-05,0.011731638573110104,0.0,0.0,0.0,0.0,0.00010024098446592689,0.008562397809882171,,,
540,True,,,,0.0005875431816093624,0.0,,,,,,0.003429167903959751,0.059503935277462006,0.00011323860962875187,0.010023725219070911,0.0,0.0,0.0,0.0,0.00010093610762851313,0.008557159718588137,,,
541,True,,,,0.0003050430095754564,0.0,,,,,,0.0027205608785152435,0.06424663960933685,7.205118163255975e-05,0.009486292488873005,0.0,0.0,0.0,0.0,9.47051594266668e-05,0.008551913923118121,,,
542,True,,,,0.0005052030319347978,0.0,,,,,,0.005503473337739706,0.07442015409469604,9.726877033244818e-05,0.013499327003955841,0.0,0.0,0.0,0.0,0.00011991046631010249,0.008546660436691764,,,
543,True,,,,0.000293847406283021,0.0,,,,,,0.004118521697819233,0.06608450412750244,6.861662404844537e-05,0.011055126786231995,0.0,0.0,0.0,0.0,9.837326069828123e-05,0.008541399272548074,,,
544,True,,,,0.000324777967762202,0.0,,,,,,0.003209821879863739,0.055811602622270584,5.9072997828479856e-05,0.009145298041403294,0.0,0.0,0.0,0.0,0.00010841660696314648,0.008536130443945416,,,
545,True,,,,0.00023149469052441418,0.0,,,,,,0.0017408765852451324,0.038956232368946075,5.669868551194668e-05,0.005896344315260649,0.0,0.0,0.0,0.0,6.632581789745018e-05,0.00853085396416147,,,
546,True,,,,0.0007059639319777489,0.0,,,,,,0.0018998975865542889,0.04079024866223335,0.00014265772188082337,0.00675621535629034,0.0,0.0,0.0,0.0,7.864687358960509e-05,0.008525569846493193,,,
547,True,,,,0.0003133837890345603,0.0,,,,,,0.003075564978644252,0.049137722700834274,7.048835686873645e-05,0.008337965235114098,0.0,0.0,0.0,0.0,9.860587306320667e-05,0.008520278104256795,,,
548,True,,,,0.0005752294673584402,0.0,,,,,,0.0035270261578261852,0.05417637899518013,0.00012145347136538476,0.009580620564520359,0.0,0.0,0.0,0.0,8.62663218867965e-05,0.008514978750787697,,,
549,True,,,,0.0003011754888575524,0.0,,,,,,0.0015129329403862357,0.03762217238545418,8.345236710738391e-05,0.005618051625788212,0.0,0.0,0.0,0.0,7.131823076633736e-05,0.008509671799440498,,,
550,True,,,,0.00048508518375456333,0.0,,,,,,0.001853959052823484,0.03975170850753784,0.00012025995965814218,0.006374345161020756,0.0,0.0,0.0,0.0,7.257566903717816e-05,0.00850435726358895,,,
551,True,,,,0.00030781974783167243,0.0,,,,,,0.004226946271955967,0.05449507758021355,6.940947787370533e-05,0.010018979199230671,0.0,0.0,0.0,0.0,0.0001188066162285395,0.008499035156625916,,,
552,True,,,,0.0003135210426989943,0.0,,,,,,0.003222554922103882,0.05816558003425598,5.2252213208703324e-05,0.009378761053085327,0.0,0.0,0.0,0.0,7.168090087361634e-05,0.008493705491963335,,,
553,True,,,,0.00023434925242327154,0.0,,,,,,0.0036845176946371794,0.06297282874584198,4.436242670635693e-05,0.010238331742584705,0.0,0.0,0.0,0.0,8.822979725664482e-05,0.008488368283032198,,,
554,True,,,,0.0007202597334980965,0.0,,,,,,0.0026214930694550276,0.054927896708250046,0.00012825042358599603,0.008898667991161346,0.0,0.0,0.0,0.0,8.440967940259725e-05,0.008483023543282502,,,
555,True,,,,0.0003313714114483446,0.0,,,,,,0.0038957479409873486,0.05981689691543579,7.979758083820343e-05,0.010248707607388496,0.0,0.0,0.0,0.0,0.00010313691018382087,0.008477671286183226,,,
556,True,,,,0.000586044741794467,0.0,,,,,,0.0011997702531516552,0.039567165076732635,9.858682460617274e-05,0.005791825242340565,0.0,0.0,0.0,0.0,9.518289152765647e-05,0.00847231152522229,,,
557,True,,,,0.0002958147961180657,0.0,,,,,,0.004510527942329645,0.06324175000190735,6.44518222543411e-05,0.011162743903696537,0.0,0.0,0.0,0.0,7.530993752880022e-05,0.008466944273906528,,,
558,True,,,,0.00048379990039393306,0.0,,,,,,0.0025993615854531527,0.047400303184986115,0.0001328635262325406,0.007889623753726482,0.0,0.0,0.0,0.0,8.564333256799728e-05,0.008461569545761646,,,
559,True,,,,0.0002713786088861525,0.0,,,,,,0.004715770483016968,0.06845208257436752,6.949745875317603e-05,0.011867105960845947,0.0,0.0,0.0,0.0,8.253612031694502e-05,0.008456187354332192,,,
560,True,,,,0.00030497933039441705,0.0,,,,,,0.005394142121076584,0.06538786739110947,6.778720853617415e-05,0.012271801941096783,0.0,0.0,0.0,0.0,0.00011252592958044261,0.008450797713181529,,,
561,True,,,,0.00021920369181316346,0.0,,,,,,0.005001862999051809,0.06419633328914642,5.25952891621273e-05,0.011666997335851192,0.0,0.0,0.0,0.0,7.72088096709922e-05,0.008445400635891782,,,
