candidate,source,method,bits,clip,step,psnr,ssim,psnr_p05,min_psnr,quality_violation_fraction,target_mse,feasible,semantic_lowpass_mse,generated_reference_mse,natural_validation_mse,natural_validation_lpips,natural_validation_residual,natural_validation_spectral,selection_objective,code_change_fraction_vs_rtn,code_offset_rms,code_offset_ge_one_fraction
natural_qat_scale_w8_c1.0_step0,rtn_fallback,natural_qat_scale,8,1.0,0,57.088462829589844,0.9997348785400391,53.132598876953125,52.35213851928711,0.0,0.0046882540482329205,True,3.0203195748867985e-07,2.307051457250964e-06,0.0046882540482329205,0.08544022031128407,,,0.013232880143276305,0.0,0.0,0.0
natural_qat_scale_w8_c1.0_step10,natural_qat_scale,natural_qat_scale,8,1.0,10,56.999244689941406,0.9997380375862122,53.3498420715332,52.24833679199219,0.0,0.0046877842803951355,True,2.959937255297973e-07,2.3242987680305306e-06,0.0046877842803951355,0.08517454490065575,,,0.01320583075791177,0.031808171421289444,0.000614732428037885,0.0
natural_qat_scale_w8_c1.0_step20,natural_qat_scale,natural_qat_scale,8,1.0,20,55.61541748046875,0.9997009038925171,52.72515869140625,51.654476165771484,0.0,0.004681239681667648,True,7.298959936008487e-07,3.0632881305336925e-06,0.004681239681667648,0.08465245272964239,,,0.01314794474661909,0.06720462441444397,0.0014056220437343777,0.0
natural_qat_scale_w8_c1.0_step30,natural_qat_scale,natural_qat_scale,8,1.0,30,54.70770263671875,0.9996387362480164,51.626461029052734,51.01436233520508,0.0,0.004675538255833089,True,8.495813986542089e-07,3.7258151678543073e-06,0.004675538255833089,0.08403411339968443,,,0.01308064875859884,0.09288356453180313,0.002119307242272969,0.0
natural_qat_scale_w8_c1.0_step40,natural_qat_scale,natural_qat_scale,8,1.0,40,53.7142219543457,0.999534010887146,50.44052505493164,49.96658706665039,0.0,0.004678686891566031,True,9.485364131478491e-07,4.747294372009492e-06,0.004678686891566031,0.08345833588391542,,,0.01302641755278387,0.1145898848772049,0.0027939203849596805,0.0
natural_qat_scale_w8_c1.0_step50,natural_qat_scale,natural_qat_scale,8,1.0,50,52.723388671875,0.9994390606880188,49.226104736328125,48.917137145996094,0.0,0.004673226684099063,True,1.3568721939805072e-06,6.004819476856938e-06,0.004673226684099063,0.0831427639350295,,,0.012990216821989975,0.13443337380886078,0.0034126038468378847,0.0
natural_qat_scale_w8_c1.0_step60,natural_qat_scale,natural_qat_scale,8,1.0,60,52.289459228515625,0.9993684887886047,48.74372482299805,48.47159957885742,0.0,0.004674546472961083,True,1.4411533214797601e-06,6.75084326076103e-06,0.004674546472961083,0.08290366400033236,,,0.01296779517963728,0.14848609268665314,0.003867921034916243,0.0
natural_qat_scale_w8_c1.0_step70,natural_qat_scale,natural_qat_scale,8,1.0,70,51.797630310058594,0.9993158578872681,48.417911529541016,48.08222961425781,0.0,0.00467540500103496,True,1.7208350911346315e-06,7.506104986987339e-06,0.00467540500103496,0.0826730851083994,,,0.012946155182057167,0.15671885013580322,0.004142755302930775,0.0
natural_qat_scale_w8_c1.0_step80,natural_qat_scale,natural_qat_scale,8,1.0,80,51.54288864135742,0.9992653727531433,47.8527946472168,47.785221099853516,0.0,0.004674521781271324,True,1.823472045714425e-06,8.032628761611704e-06,0.004674521781271324,0.08256196044385433,,,0.012934364769748186,0.16239184141159058,0.004340695559325607,0.0
natural_qat_scale_w8_c1.0_step90,natural_qat_scale,natural_qat_scale,8,1.0,90,51.562599182128906,0.9992636442184448,47.845375061035156,47.76296615600586,0.0,0.004674343892838806,True,1.795110284774637e-06,8.070003946158977e-06,0.004674343892838806,0.08253488708287478,,,0.012931422821695834,0.16623283922672272,0.0044648689003254395,0.0
natural_qat_scale_w8_c1.0_step100,natural_qat_scale,natural_qat_scale,8,1.0,100,51.35798263549805,0.9992456436157227,47.62912368774414,47.62776184082031,0.0,0.004672101719188504,True,2.0220533684778273e-06,8.41515458205322e-06,0.004672101719188504,0.0824769226834178,,,0.01292383809426724,0.1685003638267517,0.004539626383928915,0.0
