candidate,source,method,bits,clip,step,psnr,ssim,budget_violation_fraction,psnr_p05,min_psnr,quality_violation_fraction,target_mse,feasible,semantic_lowpass_mse,generated_reference_mse,natural_validation_mse,natural_validation_lpips,natural_validation_residual,natural_validation_spectral,natural_validation_cycle,selection_objective,joint_w4_objective,joint_w4_psnr,joint_w4_ssim,fp32_feasible,joint_w4_feasible
natural_joint_finetune_w32_c1.0_step1000,natural_joint_finetune,natural_joint_finetune,32,1.0,1000,28.495052337646484,0.8076601028442383,,23.344499588012695,23.069543838500977,0.44999998807907104,0.004084885698773633,True,0.0001676887750363676,0.001750920424819924,0.004084885698773633,0.06539554290793603,,,0.022666441636829404,0.02209778654397951,0.011246682138043978,28.235118865966797,0.8029770851135254,True,True
natural_joint_finetune_w32_c1.0_step1100,natural_joint_finetune,natural_joint_finetune,32,1.0,1100,28.7987060546875,0.8146702647209167,,23.76430320739746,23.39765167236328,0.4000000059604645,0.0040408360573565005,True,0.0001335089560598135,0.0016378405358409508,0.0040408360573565005,0.06423753809940536,,,0.02061105435132049,0.021757787869807997,0.011087087458997757,28.620508193969727,0.8127278089523315,True,True
natural_joint_finetune_w32_c1.0_step1200,natural_joint_finetune,natural_joint_finetune,32,1.0,1200,28.843463897705078,0.8147038221359253,,23.77594757080078,23.318038940429688,0.44999998807907104,0.004003854680775021,True,0.00011938701372855575,0.0016320603695930912,0.004003854680775021,0.0628896916314261,,,0.018667114609343116,0.021243107123232224,0.01076361213322116,28.633508682250977,0.8116067051887512,True,True
natural_joint_finetune_w32_c1.0_step1300,natural_joint_finetune,natural_joint_finetune,32,1.0,1300,28.90230369567871,0.8160648345947266,,23.75819206237793,23.297107696533203,0.44999998807907104,0.003986650371388123,True,0.00012671427357417996,0.0016162097919732333,0.003986650371388123,0.061879877881438006,,,0.018643199904545327,0.02099231676583145,0.010631246607254072,28.749603271484375,0.8124175071716309,True,True
natural_joint_finetune_w32_c1.0_step1400,natural_joint_finetune,natural_joint_finetune,32,1.0,1400,28.866252899169922,0.8139531016349792,,23.6756649017334,23.2099552154541,0.44999998807907104,0.003987374215824957,True,0.00011815980233222944,0.0016315635555656626,0.003987374215824957,0.060251018760027364,,,0.017628473027798464,0.020642643117697618,0.01045388229559194,28.7276554107666,0.810228705406189,True,True
natural_joint_finetune_w32_c1.0_step1500,natural_joint_finetune,natural_joint_finetune,32,1.0,1500,28.942922592163086,0.8172467947006226,,23.890380859375,23.395553588867188,0.4000000059604645,0.003939080965480457,True,0.00011002206083503552,0.001592532945505809,0.003939080965480457,0.06010303613584256,,,0.017062150840502,0.02049090529326861,0.010370899205798877,28.807947158813477,0.8139729499816895,True,True
natural_joint_finetune_w32_c1.0_step1600,natural_joint_finetune,natural_joint_finetune,32,1.0,1600,28.903024673461914,0.8171780705451965,,23.86560821533203,23.234577178955078,0.4000000059604645,0.003944192218881426,True,0.00012903735841973685,0.0016130914242239668,0.003944192218881426,0.05889158024729113,,,0.016804533186586923,0.020247651398786957,0.01024625582331055,28.732219696044922,0.8135795593261719,True,True
natural_joint_finetune_w32_c1.0_step1700,natural_joint_finetune,natural_joint_finetune,32,1.0,1700,28.965972900390625,0.819966197013855,,23.87815284729004,23.403703689575195,0.4000000059604645,0.00390154109948071,True,0.00013041025031270692,0.0015835905214771628,0.00390154109948071,0.05878698677770444,,,0.01676314170617843,0.02010763617359544,0.010159764979282499,28.780471801757812,0.8172079920768738,True,True
natural_joint_finetune_w32_c1.0_step1800,natural_joint_finetune,natural_joint_finetune,32,1.0,1800,29.05161476135254,0.82020103931427,,23.947721481323242,23.401613235473633,0.4000000059604645,0.0038883805926275272,True,0.0001161633092124248,0.001560554644674994,0.0038883805926275272,0.05845425984443864,,,0.01647193516146217,0.019994956991713483,0.010096431063027468,28.917978286743164,0.817790687084198,True,True
natural_joint_finetune_w32_c1.0_step1900,natural_joint_finetune,natural_joint_finetune,32,1.0,1900,29.02572250366211,0.8204204440116882,,23.916912078857422,23.42841148376465,0.4000000059604645,0.0038925496998842846,True,0.0001227177617693087,0.001568576373392716,0.0038925496998842846,0.057891813026799355,,,0.01627640328661073,0.019887749915980066,0.010043254880549739,28.841899871826172,0.817670464515686,True,True
natural_joint_finetune_w32_c1.0_step2000,natural_joint_finetune,natural_joint_finetune,32,1.0,2000,29.10537338256836,0.8206366300582886,,23.960411071777344,23.49829864501953,0.4000000059604645,0.0038607128381897837,True,0.0001145125532275415,0.0015431827370775864,0.0038607128381897837,0.057793439485976705,,,0.015799651029738015,0.01977942533239116,0.009981372035306323,28.984838485717773,0.8181716799736023,True,True
