candidate,source,method,bits,clip,step,psnr,ssim,psnr_p05,min_psnr,quality_violation_fraction,target_mse,feasible,semantic_lowpass_mse,generated_reference_mse,natural_validation_mse,natural_validation_lpips,natural_validation_residual,natural_validation_spectral,selection_objective,code_change_fraction_vs_rtn,code_offset_rms,code_offset_ge_one_fraction
natural_qat_scale_w4_c1.0_step0,rtn_fallback,natural_qat_scale,4,1.0,0,33.350128173828125,0.9434767961502075,29.57149887084961,28.767127990722656,0.0,0.004856428870698437,True,8.513084630976664e-05,0.0005414379287685733,0.004856428870698437,0.09604388605803252,,,0.014631079169121222,0.0,0.0,0.0
natural_qat_scale_w4_c1.0_step10,natural_qat_scale,natural_qat_scale,4,1.0,10,33.70717239379883,0.9441887140274048,29.754667282104492,28.933948516845703,0.0,0.0047900743607897315,True,4.346125679148827e-05,0.000503856799332425,0.0047900743607897315,0.0858443258330226,,,0.013461429457674968,0.0026596474926918745,0.0016973277023166413,0.0
natural_qat_scale_w4_c1.0_step20,natural_qat_scale,natural_qat_scale,4,1.0,20,33.246891021728516,0.9411813020706177,29.367984771728516,28.64383316040039,0.05000000074505806,0.004712042305618525,True,6.500468844023999e-05,0.0005535168282222002,0.004712042305618525,0.08375624995678663,,,0.013217676678177668,0.005031705368310213,0.003251946495766441,0.0
natural_qat_scale_w4_c1.0_step30,natural_qat_scale,natural_qat_scale,4,1.0,30,33.42764663696289,0.941279411315918,29.38653564453125,28.615211486816406,0.0,0.004683179117273539,True,4.436592716956511e-05,0.0005373063162551261,0.004683179117273539,0.08147692587226629,,,0.0129196035588393,0.006242525763809681,0.004056633712892837,0.0
natural_qat_scale_w4_c1.0_step40,natural_qat_scale,natural_qat_scale,4,1.0,40,33.35392379760742,0.9401378631591797,29.241230010986328,28.317745208740234,0.05000000074505806,0.00470690414076671,True,4.420581726662931e-05,0.0005513335709110834,0.00470690414076671,0.07988613676279784,,,0.012783929451579754,0.007314162328839302,0.004751359729566549,0.0
natural_qat_scale_w4_c1.0_step50,natural_qat_scale,natural_qat_scale,4,1.0,50,33.63109588623047,0.9438595771789551,29.753314971923828,28.618127822875977,0.0,0.004579959626425989,True,4.215704630041728e-05,0.0005112228245707229,0.004579959626425989,0.08021754045039416,,,0.01268602776406624,0.007971440441906452,0.005158588962535198,0.0
natural_qat_scale_w4_c1.0_step60,natural_qat_scale,natural_qat_scale,4,1.0,60,33.48375701904297,0.9421297311782837,29.44780158996582,28.51140022277832,0.0,0.004609208248439245,True,4.766492938870215e-05,0.0005298714400851168,0.004609208248439245,0.07868365067988634,,,0.012572903175205284,0.00842243991792202,0.005457785877392926,0.0
natural_qat_scale_w4_c1.0_step70,natural_qat_scale,natural_qat_scale,4,1.0,70,33.491355895996094,0.9427396059036255,29.20015525817871,28.539600372314453,0.0,0.0046206491038901735,True,5.338255623428267e-05,0.000534412058914313,0.0046206491038901735,0.0771850362420082,,,0.01244591784055956,0.008662063628435135,0.005619447231753485,0.0
natural_qat_scale_w4_c1.0_step80,natural_qat_scale,natural_qat_scale,4,1.0,80,33.54567337036133,0.9423433542251587,29.385971069335938,28.523197174072266,0.0,0.00462688528932631,True,4.1854995379253525e-05,0.0005267472559353336,0.00462688528932631,0.07694475911557674,,,0.012405071191642494,0.008828527294099331,0.005740959697542986,0.0
natural_qat_scale_w4_c1.0_step90,natural_qat_scale,natural_qat_scale,4,1.0,90,33.59650802612305,0.9426185488700867,29.47981071472168,28.555078506469727,0.0,0.0046135988755850125,True,3.816641537923715e-05,0.000520690585108241,0.0046135988755850125,0.07687643207609654,,,0.012377574913953141,0.008929836563766003,0.0058112051935483,0.0
natural_qat_scale_w4_c1.0_step100,natural_qat_scale,natural_qat_scale,4,1.0,100,33.612693786621094,0.9424788355827332,29.421743392944336,28.527620315551758,0.0,0.004614904584013857,True,3.657044508145191e-05,0.0005210544826695695,0.004614904584013857,0.07676481362432241,,,0.012364526836609003,0.008987892419099808,0.0058576226097485804,0.0
