method,role,comparison_group,threat_model,ssim,psnr,lpips,absolute_evasion,conditional_evasion,reference_valid,baseline_detected,original_quality_valid
reconstruction_w4_c1.0_test,candidate,w4_c1.0_all,marked_model_only,0.9728888869285583,37.14213562011719,0.009744296884164214,0.010000000000000009,0.0,True,99,True
natural_residual_qat_warm_w4_c1.0_test,candidate,w4_c1.0_all,marked_model_plus_unpaired_natural_images,0.8150539398193359,29.25726890563965,0.04422253176569939,0.6,0.5959595959595959,True,99,True
natural_teacher_rounding_w4_c1.0_test,candidate,w4_c1.0_all,marked_model_plus_unpaired_natural_images,0.8389524817466736,29.76599884033203,0.04223677427507937,0.4,0.3939393939393939,True,99,True
natural_rounding_w4_c1.0_final_test,endpoint_control,w4_c1.0_all,marked_model_plus_unpaired_natural_images,0.8643569946289062,30.328107833862305,0.04041421864181757,0.26,0.25252525252525254,True,99,True
natural_full_finetune_fp32_test,finetune_control,fp32_unrestricted_decoder_control,marked_model_plus_unpaired_natural_images_unrestricted_finetune,0.8119484186172485,28.824687957763672,0.047919911742210386,1.0,1.0,True,99,True
natural_joint_finetune_rtn_w4_c1.0_test,finetune_control,finetune_then_w4_all,marked_model_plus_unpaired_natural_images_unrestricted_finetune,0.8071792125701904,28.665054321289062,0.04915489822626114,1.0,1.0,True,99,True
