method,role,comparison_group,threat_model,ssim,psnr,lpips,absolute_evasion,conditional_evasion,reference_valid,baseline_detected,original_quality_valid,min_ssim_view,aggregate_quality_valid,per_image_quality_violation_fraction,joint_quality_and_evasion_on_baseline_detected,interpretation
natural_residual_qat_w4_c1.0_test,candidate,w4_c1.0_all,marked_model_plus_unpaired_natural_images,0.8383704423904419,29.951087951660156,0.04013131320476532,0.16000000000000003,0.15151515151515152,True,99,True,0.9,False,0.74,0.06060606060606061,posthoc view; does not retrain or change frozen checkpoint
natural_residual_qat_w4_c1.0_test,candidate,w4_c1.0_all,marked_model_plus_unpaired_natural_images,0.8383704423904419,29.951087951660156,0.04013131320476532,0.16000000000000003,0.15151515151515152,True,99,True,0.95,False,0.97,0.0,posthoc view; does not retrain or change frozen checkpoint
natural_full_finetune_fp32_test,finetune_control,fp32_unrestricted_decoder_control,marked_model_plus_unpaired_natural_images_unrestricted_finetune,0.8131155967712402,28.894424438476562,0.04882435228675604,0.99,0.98989898989899,True,99,True,0.8,True,0.41,0.5757575757575758,posthoc view; does not retrain or change frozen checkpoint
natural_full_finetune_fp32_test,finetune_control,fp32_unrestricted_decoder_control,marked_model_plus_unpaired_natural_images_unrestricted_finetune,0.8131155967712402,28.894424438476562,0.04882435228675604,0.99,0.98989898989899,True,99,True,0.82,False,0.52,0.47474747474747475,posthoc view; does not retrain or change frozen checkpoint
natural_full_finetune_fp32_test,finetune_control,fp32_unrestricted_decoder_control,marked_model_plus_unpaired_natural_images_unrestricted_finetune,0.8131155967712402,28.894424438476562,0.04882435228675604,0.99,0.98989898989899,True,99,True,0.85,False,0.61,0.3838383838383838,posthoc view; does not retrain or change frozen checkpoint
natural_full_finetune_fp32_test,finetune_control,fp32_unrestricted_decoder_control,marked_model_plus_unpaired_natural_images_unrestricted_finetune,0.8131155967712402,28.894424438476562,0.04882435228675604,0.99,0.98989898989899,True,99,True,0.86,False,0.62,0.37373737373737376,posthoc view; does not retrain or change frozen checkpoint
natural_full_finetune_fp32_test,finetune_control,fp32_unrestricted_decoder_control,marked_model_plus_unpaired_natural_images_unrestricted_finetune,0.8131155967712402,28.894424438476562,0.04882435228675604,0.99,0.98989898989899,True,99,True,0.9,False,0.79,0.20202020202020202,posthoc view; does not retrain or change frozen checkpoint
natural_full_finetune_fp32_test,finetune_control,fp32_unrestricted_decoder_control,marked_model_plus_unpaired_natural_images_unrestricted_finetune,0.8131155967712402,28.894424438476562,0.04882435228675604,0.99,0.98989898989899,True,99,True,0.95,False,0.99,0.010101010101010102,posthoc view; does not retrain or change frozen checkpoint
reconstruction_w8_c1.0_final_test,endpoint_control,w8_c1.0_all,marked_model_only,0.9997103214263916,56.83897018432617,0.00018048986101348418,0.010000000000000009,0.0,True,99,True,0.8,True,0.0,0.0,posthoc view; does not retrain or change frozen checkpoint
reconstruction_w8_c1.0_final_test,endpoint_control,w8_c1.0_all,marked_model_only,0.9997103214263916,56.83897018432617,0.00018048986101348418,0.010000000000000009,0.0,True,99,True,0.82,True,0.0,0.0,posthoc view; does not retrain or change frozen checkpoint
reconstruction_w8_c1.0_final_test,endpoint_control,w8_c1.0_all,marked_model_only,0.9997103214263916,56.83897018432617,0.00018048986101348418,0.010000000000000009,0.0,True,99,True,0.85,True,0.0,0.0,posthoc view; does not retrain or change frozen checkpoint
reconstruction_w8_c1.0_final_test,endpoint_control,w8_c1.0_all,marked_model_only,0.9997103214263916,56.83897018432617,0.00018048986101348418,0.010000000000000009,0.0,True,99,True,0.86,True,0.0,0.0,posthoc view; does not retrain or change frozen checkpoint
reconstruction_w8_c1.0_final_test,endpoint_control,w8_c1.0_all,marked_model_only,0.9997103214263916,56.83897018432617,0.00018048986101348418,0.010000000000000009,0.0,True,99,True,0.9,True,0.0,0.0,posthoc view; does not retrain or change frozen checkpoint
reconstruction_w8_c1.0_final_test,endpoint_control,w8_c1.0_all,marked_model_only,0.9997103214263916,56.83897018432617,0.00018048986101348418,0.010000000000000009,0.0,True,99,True,0.95,True,0.0,0.0,posthoc view; does not retrain or change frozen checkpoint
