candidate,source,method,bits,clip,step,psnr,ssim,psnr_p05,min_psnr,quality_violation_fraction,target_mse,feasible,semantic_lowpass_mse,generated_reference_mse,natural_validation_mse,natural_validation_lpips,natural_validation_residual,natural_validation_spectral,selection_objective
natural_rounding_scale_w4_c1.0_step0,rtn_fallback,natural_rounding_scale,4,1.0,0,33.350032806396484,0.9434765577316284,29.57146453857422,28.76714515686035,0.0,0.004856384446611628,True,8.513591728842584e-05,0.0005414434664999135,0.004856384446611628,0.0960454884916544,,,0.014460933295777068
natural_rounding_scale_w4_c1.0_step10,natural_rounding_scale,natural_rounding_scale,4,1.0,10,32.739463806152344,0.9343379139900208,28.893308639526367,28.20125389099121,0.10000000149011612,0.004607808860600926,True,7.745531438558828e-05,0.0006149425891635474,0.004607808860600926,0.09351350888609886,,,0.013959159749210814
natural_rounding_scale_w4_c1.0_step20,natural_rounding_scale,natural_rounding_scale,4,1.0,20,32.60755157470703,0.9336255788803101,28.754718780517578,28.00614356994629,0.10000000149011612,0.004662065475713462,True,9.646239959693048e-05,0.0006367892245179973,0.004662065475713462,0.08986151814460755,,,0.013648217290174217
natural_rounding_scale_w4_c1.0_step30,natural_rounding_scale,natural_rounding_scale,4,1.0,30,32.08134078979492,0.9246562719345093,28.1956787109375,27.52670669555664,0.30000001192092896,0.00470066602283623,True,9.418714598723455e-05,0.0007152194993977901,0.00470066602283623,0.089415667578578,,,0.013642232780694031
natural_rounding_scale_w4_c1.0_step40,natural_rounding_scale,natural_rounding_scale,4,1.0,40,32.75605773925781,0.932977557182312,28.990856170654297,27.980215072631836,0.10000000149011612,0.004615235759411007,True,7.866955966164823e-05,0.0006201960379257799,0.004615235759411007,0.08422969356179237,,,0.013038205115590245
natural_rounding_scale_w4_c1.0_step50,natural_rounding_scale,natural_rounding_scale,4,1.0,50,32.40105438232422,0.9288412928581238,29.09330940246582,27.88215446472168,0.25,0.004561102227307856,True,0.0001006509170110803,0.0006532828934723512,0.004561102227307856,0.08387126252055169,,,0.012948228479363024
natural_rounding_scale_w4_c1.0_step60,natural_rounding_scale,natural_rounding_scale,4,1.0,60,30.907516479492188,0.9253843426704407,26.878416061401367,26.471681594848633,0.25,0.004807913958211429,True,0.000345903078232368,0.0009607587853679433,0.004807913958211429,0.0814069950953126,,,0.01294861346774269
natural_rounding_scale_w4_c1.0_step70,natural_rounding_scale,natural_rounding_scale,4,1.0,70,31.831523895263672,0.9285815358161926,27.922378540039062,27.838029861450195,0.20000000298023224,0.004666988315875642,True,0.00015814192665857262,0.0007480637141270563,0.004666988315875642,0.0854744778946042,,,0.013214436105336062
natural_rounding_scale_w4_c1.0_step80,natural_rounding_scale,natural_rounding_scale,4,1.0,80,32.34011459350586,0.9299414753913879,28.075424194335938,27.522109985351562,0.20000000298023224,0.0046688028232892975,True,0.00010467933152540354,0.0006860516536107752,0.0046688028232892975,0.08000195939093828,,,0.012668998762383126
natural_rounding_scale_w4_c1.0_step90,natural_rounding_scale,natural_rounding_scale,4,1.0,90,31.732900619506836,0.9278014898300171,27.873729705810547,27.13853645324707,0.20000000298023224,0.004792655675555579,True,0.0001526440082670888,0.0007839572266675532,0.004792655675555579,0.08504007682204247,,,0.013296663357759825
natural_rounding_scale_w4_c1.0_step100,natural_rounding_scale,natural_rounding_scale,4,1.0,100,31.879791259765625,0.9278459548950195,27.71246337890625,27.325288772583008,0.25,0.004636511416174471,True,0.00011436480453994591,0.0007422818307531998,0.004636511416174471,0.08105845768004656,,,0.012742357184179128
