step,applied,reason,joint_w4_loss,cycle_loss,teacher_mse,budget_penalty,dual_mse,dual_ssim,block,discriminator_loss,discriminator_applied,reconstruction_mse,perceptual_loss,preservation_mse,loss,residual_loss,trust_loss,spectral_loss,adversarial_loss,grad_norm,learning_rate,reconstruction_gradient_norm,residual_gradient_norm,preservation_gradient_norm
30,True,,,,,0.0,,,,,,0.004342866595834494,0.05841479450464249,6.275133637245744e-05,0.04168818145990372,0.030623553320765495,0.08489089459180832,0.0,0.0,0.0009208734263665974,0.0009999540729758146,,,
31,True,,,,,0.0,,,,,,0.002443490317091346,0.052484575659036636,3.079832822550088e-05,0.021889733150601387,0.013333478942513466,0.08489079773426056,0.0,0.0,0.0006179068004712462,0.0009999433001963787,,,
32,True,,,,,0.0,,,,,,0.004053774755448103,0.060767658054828644,4.308111238060519e-05,0.03540104255080223,0.024400051683187485,0.08489063382148743,0.0,0.0,0.0008418998913839459,0.0009999313935401802,,,
33,True,,,,,0.0,,,,,,0.00277715059928596,0.05228481441736221,4.181037002126686e-05,0.024286001920700073,0.015410559251904488,0.08489051461219788,0.0,0.0,0.0007800983148626983,0.000999918353037224,,,
34,True,,,,,0.0,,,,,,0.0034700899850577116,0.05751660466194153,8.300004992634058e-05,0.0311269573867321,0.021014804020524025,0.08489041030406952,0.0,0.0,0.0005539515987038612,0.000999904178720373,,,
35,True,,,,,0.0,,,,,,0.0037658929359167814,0.05646893382072449,4.107535278308205e-05,0.03970540314912796,0.029423173516988754,0.08489035069942474,0.0,0.0,0.0010434082942083478,0.0009998888706253465,,,
36,True,,,,,0.0,,,,,,0.0034712578635662794,0.05563604459166527,8.033138874452561e-05,0.032028499990701675,0.022104568779468536,0.08489032834768295,0.0,0.0,0.0006467837956734002,0.000999872428790722,,,
37,True,,,,,0.0,,,,,,0.004550641402602196,0.06626766920089722,4.8101712309289724e-05,0.04256201907992363,0.030511656776070595,0.08489032089710236,0.0,0.0,0.0009945250349119306,0.000999854853257934,,,
38,True,,,,,0.0,,,,,,0.0017683015903458,0.0431876964867115,6.275133637245744e-05,0.018483005464076996,0.011515654623508453,0.08489040285348892,0.0,0.0,0.0006005950854159892,0.000999836144071273,,,
39,True,,,,,0.0,,,,,,0.0023455643095076084,0.04836028069257736,3.079832822550088e-05,0.02089083008468151,0.012844935059547424,0.08489049226045609,0.0,0.0,0.0005881717661395669,0.0009998163012778871,,,
40,True,,,,,0.0,,,,,,0.002178346272557974,0.0385906845331192,4.308111238060519e-05,0.02033628523349762,0.013428423553705215,0.08489055931568146,0.0,0.0,0.0005796815967187285,0.0009997953249277812,,,
41,True,,,,,0.0,,,,,,0.00550644239410758,0.06274972856044769,4.181037002126686e-05,0.044141825288534164,0.03149060159921646,0.08489060401916504,0.0,0.0,0.0022612325847148895,0.0009997732150738164,,,
42,True,,,,,0.0,,,,,,0.004174262285232544,0.06274928152561188,8.300004992634058e-05,0.0386587418615818,0.027319148182868958,0.08489058911800385,0.0,0.0,0.0008634302648715675,0.0009997499717717107,,,
43,True,,,,,0.0,,,,,,0.0032555710058659315,0.059976134449243546,4.107535278308205e-05,0.028208879753947258,0.018086250871419907,0.08489064127206802,0.0,0.0,0.0007290557259693742,0.0009997255950800381,,,
44,True,,,,,0.0,,,,,,0.002319023013114929,0.045437462627887726,8.033138874452561e-05,0.024338925257325172,0.01658708229660988,0.08489079773426056,0.0,0.0,0.0007134144543670118,0.0009997000850602291,,,
45,True,,,,,0.0,,,,,,0.005440215580165386,0.06281156837940216,4.8101712309289724e-05,0.04518816992640495,0.03259383514523506,0.08489101380109787,0.0,0.0,0.0010093159507960081,0.0009996734417765697,,,
46,True,,,,,0.0,,,,,,0.00296189496293664,0.0600966140627861,6.275133637245744e-05,0.029205745086073875,0.019353900104761124,0.08489129692316055,0.0,0.0,0.0008179928991012275,0.0009996456652962024,,,
47,True,,,,,0.0,,,,,,0.0022861191537231207,0.04054148122668266,3.079832822550088e-05,0.022159354761242867,0.014954773709177971,0.08489155024290085,0.0,0.0,0.0006143717910163105,0.0009996167556891253,,,
48,True,,,,,0.0,,,,,,0.0038737382274121046,0.06449414789676666,4.308111238060519e-05,0.03752826899290085,0.026334654539823532,0.08489177376031876,0.0,0.0,0.0007456382154487073,0.0009995867130281916,,,
49,True,,,,,0.0,,,,,,0.0012747431173920631,0.033235225826501846,4.181037002126686e-05,0.012150593101978302,0.006682501174509525,0.08489208668470383,0.0,0.0,0.0005319513147696853,0.0009995555373891103,,,
50,True,,,,,0.0,,,,,,0.0018144923960790038,0.040709808468818665,8.300004992634058e-05,0.017502648755908012,0.010726752690970898,0.08489233255386353,0.0,0.0,0.000551846285816282,0.000999523228850445,,,
51,True,,,,,0.0,,,,,,0.0018587717786431313,0.041259296238422394,4.107535278308205e-05,0.017157595604658127,0.010303432121872902,0.08489252626895905,0.0,0.0,0.00053880998166278,0.0009994897874936151,,,
52,True,,,,,0.0,,,,,,0.0041167945601046085,0.049545127898454666,8.033138874452561e-05,0.032918184995651245,0.022957785055041313,0.08489269763231277,0.0,0.0,0.0009654330206103623,0.0009994552134028943,,,
53,True,,,,,0.0,,,,,,0.002269200049340725,0.04364877939224243,4.8101712309289724e-05,0.02051725424826145,0.013010196387767792,0.08489291369915009,0.0,0.0,0.0006912773824296892,0.0009994195066654102,,,
54,True,,,,,0.0,,,,,,0.003670657519251108,0.05448463186621666,6.275133637245744e-05,0.029835281893610954,0.019835852086544037,0.08489316701889038,0.0,0.0,0.0007411936530843377,0.0009993826673711458,,,
55,True,,,,,0.0,,,,,,0.004699398763477802,0.060960039496421814,3.079832822550088e-05,0.04374008998274803,0.03208035230636597,0.08489341288805008,0.0,0.0,0.000982113997451961,0.0009993446956129378,,,
56,True,,,,,0.0,,,,,,0.003900822950527072,0.05251871421933174,4.308111238060519e-05,0.03223615884780884,0.022212985903024673,0.0848938450217247,0.0,0.0,0.0006501246243715286,0.0009993055914864768,,,
57,True,,,,,0.0,,,,,,0.0024512624368071556,0.042305879294872284,4.181037002126686e-05,0.022066837176680565,0.014515139162540436,0.08489423245191574,0.0,0.0,0.0007109646685421467,0.0009992653550903062,,,
58,True,,,,,0.0,,,,,,0.005087218713015318,0.051548682153224945,8.300004992634058e-05,0.03860031068325043,0.02746777981519699,0.08489462733268738,0.0,0.0,0.0008406740962527692,0.0009992239865258242,,,
59,True,,,,,0.0,,,,,,0.001924516400322318,0.038648538291454315,4.107535278308205e-05,0.020267458632588387,0.013608599081635475,0.084895059466362,0.0,0.0,0.0005803449312224984,0.000999181485897281,,,
60,True,,,,,0.0,,,,,,0.0044777486473321915,0.05604963377118111,8.033138874452561e-05,0.03826577961444855,0.027293946593999863,0.08489556610584259,0.0,0.0,0.0011225887574255466,0.0009991378533117804,,,
61,True,,,,,0.0,,,,,,0.0022426554933190346,0.045915380120277405,4.8101712309289724e-05,0.02110774628818035,0.013400539755821228,0.08489612489938736,0.0,0.0,0.0005138104897923768,0.0009990930888792778,,,
62,True,,,,,0.0,,,,,,0.0030768737196922302,0.05547483265399933,6.275133637245744e-05,0.028550080955028534,0.019045382738113403,0.08489663898944855,0.0,0.0,0.0008353424491360784,0.0009990471927125823,,,
63,True,,,,,0.0,,,,,,0.004393992479890585,0.056694064289331436,3.079832822550088e-05,0.035856571048498154,0.024928802624344826,0.08489721268415451,0.0,0.0,0.00075576885137707,0.0009990001649273538,,,
64,True,,,,,0.0,,,,,,0.004006959032267332,0.05508604645729065,4.308111238060519e-05,0.03635372221469879,0.025967638939619064,0.08489780128002167,0.0,0.0,0.000858452171087265,0.0009989520056421042,,,
65,True,,,,,0.0,,,,,,0.002592872828245163,0.04682987928390503,4.181037002126686e-05,0.02469608001410961,0.016550328582525253,0.08489840477705002,0.0,0.0,0.0008101908024400473,0.0009989027149781974,,,
66,True,,,,,0.0,,,,,,0.006211809813976288,0.06469590216875076,8.300004992634058e-05,0.051858510822057724,0.03828662261366844,0.0848989263176918,0.0,0.0,0.000953052134718746,0.0009988522930598478,,,
67,True,,,,,0.0,,,,,,0.005733802914619446,0.0726117342710495,4.107535278308205e-05,0.05243656784296036,0.03857205808162689,0.08489950001239777,0.0,0.0,0.0008920861873775721,0.000998800740014121,,,
68,True,,,,,0.0,,,,,,0.0036479136906564236,0.05662006139755249,8.033138874452561e-05,0.031045787036418915,0.02084670029580593,0.0849001333117485,0.0,0.0,0.0006939315935596824,0.0009987480559709326,,,
69,True,,,,,0.0,,,,,,0.006124874111264944,0.06451824307441711,4.8101712309289724e-05,0.055380500853061676,0.04193074256181717,0.08490077406167984,0.0,0.0,0.0009837857214733958,0.000998694241063049,,,
70,True,,,,,0.0,,,,,,0.003753629047423601,0.05405446141958237,6.275133637245744e-05,0.032235536724328995,0.022196069359779358,0.08490151911973953,0.0,0.0,0.000802323454990983,0.000998639295426086,,,
71,True,,,,,0.0,,,,,,0.0029103392735123634,0.046398863196372986,3.079832822550088e-05,0.02547737956047058,0.017062731087207794,0.08490225672721863,0.0,0.0,0.0007345744525082409,0.0009985832191985093,,,
72,True,,,,,0.0,,,,,,0.004020198248326778,0.05176490545272827,4.308111238060519e-05,0.03307168930768967,0.023004427552223206,0.08490296453237534,0.0,0.0,0.0007176976068876684,0.0009985260125216328,,,
73,True,,,,,0.0,,,,,,0.002857031999155879,0.04409180209040642,4.181037002126686e-05,0.025453105568885803,0.017316948622465134,0.08490374684333801,0.0,0.0,0.000679694174323231,0.0009984676755396204,,,
74,True,,,,,0.0,,,,,,0.0037143926601856947,0.05883996933698654,8.300004992634058e-05,0.03287988901138306,0.022390954196453094,0.0849045142531395,0.0,0.0,0.0006539967725984752,0.0009984082083994838,,,
75,True,,,,,0.0,,,,,,0.0048439535312354565,0.06802524626255035,4.107535278308205e-05,0.04226207733154297,0.029746009036898613,0.08490525931119919,0.0,0.0,0.00101307628210634,0.0009983476112510822,,,
76,True,,,,,0.0,,,,,,0.005068659782409668,0.05445264279842377,8.033138874452561e-05,0.04548470303416252,0.03408155217766762,0.08490617573261261,0.0,0.0,0.0009218635386787355,0.0009982858842471237,,,
77,True,,,,,0.0,,,,,,0.0035690031945705414,0.04361342266201973,4.8101712309289724e-05,0.031062066555023193,0.02225859835743904,0.0849071741104126,0.0,0.0,0.0007962866220623255,0.000998223027543163,,,
78,True,,,,,0.0,,,,,,0.00436558248475194,0.06491433829069138,6.275133637245744e-05,0.03616856411099434,0.02443109080195427,0.08490816503763199,0.0,0.0,0.0007283987361006439,0.0009981590412976014,,,
79,True,,,,,0.0,,,,,,0.0014149220660328865,0.02961309812963009,3.079832822550088e-05,0.013405008241534233,0.008164284750819206,0.08490920811891556,0.0,0.0,0.0004892753204330802,0.0009980939256716871,,,
80,True,,,,,0.0,,,,,,0.0014217033749446273,0.04720769822597504,4.308111238060519e-05,0.015142248012125492,0.00812913291156292,0.08491009473800659,0.0,0.0,0.0005232110270299017,0.0009980276808295146,,,
81,True,,,,,0.0,,,,,,0.0031137405894696712,0.05004411190748215,4.181037002126686e-05,0.026512576267123222,0.017524410039186478,0.08491095155477524,0.0,0.0,0.0008759284391999245,0.0009979603069380236,,,
82,True,,,,,0.0,,,,,,0.0064208912663161755,0.072503000497818,8.300004992634058e-05,0.05004807189106941,0.035486266016960144,0.08491183817386627,0.0,0.0,0.0010033780708909035,0.0009978918041669994,,,
83,True,,,,,0.0,,,,,,0.002464006654918194,0.039797503501176834,4.107535278308205e-05,0.02360081672668457,0.016287392005324364,0.08491288870573044,0.0,0.0,0.0006795998779125512,0.0009978221726890716,,,
84,True,,,,,0.0,,,,,,0.0018221376230940223,0.05041387677192688,8.033138874452561e-05,0.017472922801971436,0.009720093570649624,0.08491388708353043,0.0,0.0,0.0005462582339532673,0.000997751412679715,,,
85,True,,,,,0.0,,,,,,0.0027274598833173513,0.05871867761015892,4.8101712309289724e-05,0.02561124972999096,0.016138723120093346,0.08491487056016922,0.0,0.0,0.0007148304139263928,0.0009976795243172474,,,
86,True,,,,,0.0,,,,,,0.0036360747180879116,0.04550217092037201,6.275133637245744e-05,0.029545487836003304,0.020478662103414536,0.08491586148738861,0.0,0.0,0.0012085078051313758,0.0009976065077828312,,,
87,True,,,,,0.0,,,,,,0.0018854623194783926,0.03971082717180252,3.079832822550088e-05,0.016235383227467537,0.009514270350337029,0.08491683751344681,0.0,0.0,0.0006570084951817989,0.000997532363260471,,,
88,True,,,,,0.0,,,,,,0.003145610447973013,0.05328898876905441,4.308111238060519e-05,0.02961125411093235,0.020266026258468628,0.08491779118776321,0.0,0.0,0.0006453476962633431,0.000997457090937014,,,
89,True,,,,,0.0,,,,,,0.0033557708375155926,0.06436588615179062,4.181037002126686e-05,0.0319063737988472,0.021243922412395477,0.08491869270801544,0.0,0.0,0.000747362500987947,0.0009973806910021502,,,
90,True,,,,,0.0,,,,,,0.003302068216726184,0.04842676594853401,8.300004992634058e-05,0.026651153340935707,0.01761571131646633,0.08491966873407364,0.0,0.0,0.0006713625625707209,0.0009973031636484105,,,
91,True,,,,,0.0,,,,,,0.0031055561266839504,0.04772438108921051,4.107535278308205e-05,0.029052237048745155,0.020304499194025993,0.08492062240839005,0.0,0.0,0.000636256649158895,0.000997224509071167,,,
92,True,,,,,0.0,,,,,,0.006147184409201145,0.0681326687335968,8.033138874452561e-05,0.05080414563417435,0.03695430979132652,0.08492156118154526,0.0,0.0,0.0008165428298525512,0.0009971447274686332,,,
93,True,,,,,0.0,,,,,,0.005546936299651861,0.07162075489759445,4.8101712309289724e-05,0.04791437089443207,0.03433208540081978,0.08492247015237808,0.0,0.0,0.0009658315684646368,0.000997063819041862,,,
94,True,,,,,0.0,,,,,,0.003991620149463415,0.05481061339378357,6.275133637245744e-05,0.035071294754743576,0.02471800148487091,0.08492346107959747,0.0,0.0,0.0006801679264754057,0.000996981783994746,,,
95,True,,,,,0.0,,,,,,0.0031592748127877712,0.06123605743050575,3.079832822550088e-05,0.030841518193483353,0.02069399505853653,0.08492441475391388,0.0,0.0,0.0007438695756718516,0.000996898622534017,,,
96,True,,,,,0.0,,,,,,0.004042973276227713,0.06020050123333931,4.308111238060519e-05,0.03585825860500336,0.024924442172050476,0.08492542058229446,0.0,0.0,0.0008490989566780627,0.000996814334869246,,,
97,True,,,,,0.0,,,,,,0.0022261447738856077,0.043900683522224426,4.181037002126686e-05,0.02117413654923439,0.013687752187252045,0.0849265530705452,0.0,0.0,0.0005266029620543122,0.0009967289212128411,,,
98,True,,,,,0.0,,,,,,0.002851651981472969,0.050299614667892456,8.300004992634058e-05,0.025238225236535072,0.016465837135910988,0.08492757380008698,0.0,0.0,0.0006660558865405619,0.000996642381780049,,,
99,True,,,,,0.0,,,,,,0.005219566635787487,0.0663720890879631,4.107535278308205e-05,0.05147410184144974,0.038747504353523254,0.08492850512266159,0.0,0.0,0.0011257632868364453,0.0009965547167889522,,,
100,True,,,,,0.0,,,,,,0.0019526922842487693,0.05074416846036911,8.033138874452561e-05,0.019676221534609795,0.011759650893509388,0.08492960780858994,0.0,0.0,0.0005276711890473962,0.0009964659264604708,0.00036106750644422436,0.00034706187248551457,3.6186596074491065e-05
101,True,,,,,0.0,,,,,,0.0038696937263011932,0.05980877950787544,4.8101712309289724e-05,0.03556963428854942,0.024845704436302185,0.0849306583404541,0.0,0.0,0.0006376865203492343,0.00099637601101836,,,
102,True,,,,,0.0,,,,,,0.0030979178845882416,0.054898325353860855,6.275133637245744e-05,0.02676166035234928,0.017293216660618782,0.08493175357580185,0.0,0.0,0.0007093565654940903,0.0009962849706892107,,,
103,True,,,,,0.0,,,,,,0.0032844170928001404,0.05561894178390503,3.079832822550088e-05,0.02882254123687744,0.019111501052975655,0.08493292331695557,0.0,0.0,0.0007680454291403294,0.000996192805702449,,,
104,True,,,,,0.0,,,,,,0.0029441877268254757,0.046372175216674805,4.308111238060519e-05,0.026167437434196472,0.017715152353048325,0.08493400365114212,0.0,0.0,0.0006820595008321106,0.0009960995162903337,,,
105,True,,,,,0.0,,,,,,0.003481827676296234,0.06188172101974487,4.181037002126686e-05,0.032953500747680664,0.022413242608308792,0.08493510633707047,0.0,0.0,0.0007633064524270594,0.000996005102687959,,,
106,True,,,,,0.0,,,,,,0.003281259909272194,0.04660206288099289,8.300004992634058e-05,0.02927222102880478,0.020439893007278442,0.0849362313747406,0.0,0.0,0.0007088695419952273,0.000995909565133251,,,
107,True,,,,,0.0,,,,,,0.0038112569600343704,0.05427616834640503,4.107535278308205e-05,0.03516311198472977,0.0250543262809515,0.08493733406066895,0.0,0.0,0.0008200157899409533,0.0009958129038669687,,,
108,True,,,,,0.0,,,,,,0.002555674174800515,0.044997505843639374,8.033138874452561e-05,0.0253176037222147,0.017372628673911095,0.08493846654891968,0.0,0.0,0.0005628396756947041,0.0009957151191327023,,,
109,True,,,,,0.0,,,,,,0.0033417786471545696,0.05080509930849075,4.8101712309289724e-05,0.02696109376847744,0.017665358260273933,0.08493954688310623,0.0,0.0,0.0006726850988343358,0.0009956162111768741,,,
110,True,,,,,0.0,,,,,,0.002906542271375656,0.05662493035197258,6.275133637245744e-05,0.02635877951979637,0.016908962279558182,0.08494064956903458,0.0,0.0,0.0005745826056227088,0.0009955161802487362,,,
111,True,,,,,0.0,,,,,,0.0034026778303086758,0.08450068533420563,3.079832822550088e-05,0.035394176840782166,0.022676611319184303,0.08494169265031815,0.0,0.0,0.0007190934848040342,0.000995415026600371,,,
112,True,,,,,0.0,,,,,,0.003220465499907732,0.04608526453375816,4.308111238060519e-05,0.02743653394281864,0.018736574798822403,0.08494274318218231,0.0,0.0,0.0008283572387881577,0.0009953127504866899,,,
113,True,,,,,0.0,,,,,,0.0036854874342679977,0.06598568707704544,4.181037002126686e-05,0.03516098111867905,0.02400658093392849,0.08494379371404648,0.0,0.0,0.0007368266815319657,0.0009952093521654335,,,
114,True,,,,,0.0,,,,,,0.0014698412269353867,0.0392564982175827,8.300004992634058e-05,0.015142198652029037,0.008855758234858513,0.084944948554039,0.0,0.0,0.00045968519407324493,0.0009951048318971698,,,
115,True,,,,,0.0,,,,,,0.0015194201841950417,0.03560888022184372,4.107535278308205e-05,0.01594875007867813,0.0099984435364604,0.08494610339403152,0.0,0.0,0.00044046295806765556,0.0009949991899452944,,,
116,True,,,,,0.0,,,,,,0.002042528009042144,0.03840267285704613,8.033138874452561e-05,0.019302304834127426,0.012529874220490456,0.0849471390247345,0.0,0.0,0.0006517558358609676,0.00099489242657603,,,
117,True,,,,,0.0,,,,,,0.004354141652584076,0.07040853053331375,4.8101712309289724e-05,0.03953245282173157,0.027263926342129707,0.08494821935892105,0.0,0.0,0.000777685025241226,0.0009947845420584247,,,
118,True,,,,,0.0,,,,,,0.003739890642464161,0.05829590931534767,6.275133637245744e-05,0.03606707975268364,0.025616731494665146,0.08494945615530014,0.0,0.0,0.0008516242960467935,0.0009946755366643523,,,
119,True,,,,,0.0,,,,,,0.002076126169413328,0.05201280117034912,3.079832822550088e-05,0.022781217470765114,0.014638906344771385,0.08495067059993744,0.0,0.0,0.0005734459264203906,0.0009945654106685111,,,
120,True,,,,,0.0,,,,,,0.0009399078553542495,0.03565575182437897,4.308111238060519e-05,0.010351898148655891,0.0049753556959331036,0.08495189994573593,0.0,0.0,0.00041186221642419696,0.0009944541643484232,,,
121,True,,,,,0.0,,,,,,0.001287040300667286,0.03279290348291397,4.181037002126686e-05,0.01236469391733408,0.006927927955985069,0.08495303243398666,0.0,0.0,0.0005050112958997488,0.0009943417979844345,,,
122,True,,,,,0.0,,,,,,0.003921497147530317,0.06269390136003494,8.300004992634058e-05,0.036551620811223984,0.025469690561294556,0.08495409041643143,0.0,0.0,0.0007482102373614907,0.0009942283118597132,,,
123,True,,,,,0.0,,,,,,0.002429543761536479,0.05362760275602341,4.107535278308205e-05,0.022326868027448654,0.01366447564214468,0.08495515584945679,0.0,0.0,0.000565846508834511,0.0009941137062602487,,,
124,True,,,,,0.0,,,,,,0.0066472431644797325,0.07547971606254578,8.033138874452561e-05,0.055888645350933075,0.0408037006855011,0.08495621383190155,0.0,0.0,0.0010201343102380633,0.000993997981474853,,,
125,True,,,,,0.0,,,,,,0.001973628532141447,0.0348677858710289,4.8101712309289724e-05,0.01721249707043171,0.010878466069698334,0.08495736122131348,0.0,0.0,0.0006150610279291868,0.0009938811377951569,,,
126,True,,,,,0.0,,,,,,0.0038323155604302883,0.059434980154037476,6.275133637245744e-05,0.03277501091361046,0.022118236869573593,0.08495849370956421,0.0,0.0,0.0007879676413722336,0.0009937631755156117,,,
127,True,,,,,0.0,,,,,,0.0038684948813170195,0.06011631712317467,3.079832822550088e-05,0.03690192103385925,0.026156798005104065,0.08495968580245972,0.0,0.0,0.0008840819355100393,0.0009936440949334878,,,
128,True,,,,,0.0,,,,,,0.0026644289027899504,0.047861356288194656,4.308111238060519e-05,0.024386504665017128,0.01606478914618492,0.08496106415987015,0.0,0.0,0.0008437645738013089,0.0009935238963488732,,,
129,True,,,,,0.0,,,,,,0.002729155821725726,0.04450395703315735,4.181037002126686e-05,0.021314712241292,0.013264629989862442,0.08496250957250595,0.0,0.0,0.0006954421987757087,0.0009934025800646738,,,
130,True,,,,,0.0,,,,,,0.004639031831175089,0.06663984060287476,8.300004992634058e-05,0.03829151391983032,0.026097359135746956,0.0849638506770134,0.0,0.0,0.0007250872440636158,0.0009932801463866116,,,
131,True,,,,,0.0,,,,,,0.0027534253895282745,0.05164845287799835,4.107535278308205e-05,0.025644952431321144,0.016856491565704346,0.08496523648500443,0.0,0.0,0.000615488737821579,0.000993156595623225,,,
