candidate,source,method,bits,clip,step,psnr,ssim,psnr_p05,min_psnr,quality_violation_fraction,target_mse,feasible,semantic_lowpass_mse,selection_objective,generated_reference_mse,natural_validation_mse,natural_validation_lpips,natural_validation_residual,natural_validation_spectral,code_change_fraction_vs_rtn,code_offset_rms,code_offset_ge_one_fraction
natural_residual_w4_c1.0_step400,natural_residual,natural_residual,4,1.0,400,29.767480850219727,0.8366931676864624,24.162355422973633,23.8065128326416,0.3499999940395355,0.003956935927391214,True,7.06892724338104e-05,0.03505844146910135,0.0013765633062575943,0.003956935927391214,0.06260140263475478,0.024806020642017756,,,,
natural_residual_w4_c1.0_step500,natural_residual,natural_residual,4,1.0,500,29.68490219116211,0.832256019115448,23.98656463623047,23.596698760986328,0.3499999940395355,0.00388254668001764,True,7.606796716572717e-05,0.03467122071214135,0.0014027420285856352,0.00388254668001764,0.06210476131673204,0.02454016391686764,,,,
natural_residual_w4_c1.0_step600,natural_residual,natural_residual,4,1.0,600,29.668310165405273,0.8291105031967163,23.94354820251465,23.620784759521484,0.4000000059604645,0.0038684765608962834,True,6.893925128679257e-05,0.03440830317190091,0.0014087087736697867,0.0038684765608962834,0.06134967693287763,0.02437038929207347,,,,
natural_residual_w4_c1.0_step700,natural_residual,natural_residual,4,1.0,700,29.633159637451172,0.8268462419509888,23.86421012878418,23.581298828125,0.4000000059604645,0.003876151378506165,True,7.122530205379007e-05,0.034222224544737403,0.0014310007260064594,0.003876151378506165,0.06055805172218243,0.024254655342986098,,,,
natural_residual_w4_c1.0_step800,natural_residual,natural_residual,4,1.0,800,29.6772403717041,0.8275882601737976,23.994922637939453,23.67354393005371,0.4000000059604645,0.003836122502931971,True,6.519166727230186e-05,0.03405332817603437,0.0014051818885491229,0.003836122502931971,0.060128208533569705,0.024171788986109277,,,,
natural_residual_w4_c1.0_step900,natural_residual,natural_residual,4,1.0,900,29.675846099853516,0.8280389904975891,23.958354949951172,23.629817962646484,0.3499999940395355,0.0038342172821614895,True,6.853279019196634e-05,0.03397774810160285,0.0014135884179268033,0.0038342172821614895,0.05981154675828293,0.02412810974851709,,,,
natural_residual_w4_c1.0_step1000,natural_residual,natural_residual,4,1.0,1000,29.660297393798828,0.8266304135322571,23.92917823791504,23.58533477783203,0.4000000059604645,0.003837778689316451,True,6.568686449099914e-05,0.03394434005996061,0.0014210840876330622,0.003837778689316451,0.059636870078975335,0.024110030930501125,,,,
natural_residual_qat_w4_c1.0_step0,rtn_fallback,natural_residual_qat,4,1.0,0,33.35065841674805,0.943604588508606,29.569433212280273,28.793678283691406,0.0,0.004610004772871434,True,8.52470307108888e-05,0.04468727849530296,0.0005406524978752714,0.004610004772871434,0.08563141724152956,0.03147150848292313,,0.0,0.0,0.0
natural_residual_qat_w4_c1.0_step100,natural_residual_qat,natural_residual_qat,4,1.0,100,32.100765228271484,0.911323070526123,27.241504669189453,26.672534942626953,0.0,0.003989641120881515,True,5.3989300067769366e-05,0.03737874763811533,0.0007587065396364778,0.003989641120881515,0.07325283766840585,0.026036828100359344,,0.007828737609088421,0.009871712397177646,0.0
natural_residual_qat_w4_c1.0_step200,natural_residual_qat,natural_residual_qat,4,1.0,200,31.253299713134766,0.8878788948059082,26.057844161987305,25.61772346496582,0.05000000074505806,0.003978013222223353,True,5.973593188173254e-05,0.036368813345319495,0.0009478588457568548,0.003978013222223353,0.0684831528851646,0.025512616868638816,,0.011015922762453556,0.013981731955205162,0.0
natural_residual_qat_w4_c1.0_step300,natural_residual_qat,natural_residual_qat,4,1.0,300,30.716110229492188,0.8710833787918091,25.2235164642334,24.977012634277344,0.15000000596046448,0.003931693635763622,True,6.807876934544765e-05,0.03569556237529241,0.0010807986065628939,0.003931693635763622,0.06658472973140306,0.02507135638171576,,0.013144331984221935,0.016691301934264227,0.0
natural_residual_qat_w4_c1.0_step400,natural_residual_qat,natural_residual_qat,4,1.0,400,30.466182708740234,0.8627585172653198,24.932397842407227,24.599620819091797,0.25,0.003954684406068054,True,6.359121798595879e-05,0.03532869925725777,0.0011542913169250823,0.003954684406068054,0.06435539352969499,0.024906679889227235,,0.01458092499524355,0.018538880045742903,0.0
natural_residual_qat_w4_c1.0_step500,natural_residual_qat,natural_residual_qat,4,1.0,500,30.298763275146484,0.8553308248519897,24.695159912109375,24.353775024414062,0.30000001192092896,0.0039049305906928566,True,7.44572313124081e-05,0.03506402886018805,0.0012082866465789265,0.0039049305906928566,0.0639595102838939,0.024725918625449594,,0.01567446067929268,0.019957740722734145,0.0
natural_residual_qat_w4_c1.0_step600,natural_residual_qat,natural_residual_qat,4,1.0,600,30.274465560913086,0.8520873188972473,24.656938552856445,24.325315475463867,0.3499999940395355,0.0038838519520680848,True,6.047660408512456e-05,0.03481340960779278,0.0012150334514444694,0.0038838519520680848,0.06306596108333906,0.024592723245348225,,0.01636866293847561,0.020828749402594472,0.0
natural_residual_qat_w4_c1.0_step700,natural_residual_qat,natural_residual_qat,4,1.0,700,30.166580200195312,0.8467548489570618,24.46498680114746,24.181612014770508,0.3499999940395355,0.0038943076619233352,True,6.583419399248669e-05,0.034652315929085374,0.0012552785585285165,0.0038943076619233352,0.06228364373964723,0.024496726796201074,,0.01680753007531166,0.021408792729963967,0.0
natural_residual_qat_w4_c1.0_step800,natural_residual_qat,natural_residual_qat,4,1.0,800,30.155405044555664,0.8455775380134583,24.43303871154785,24.138328552246094,0.3499999940395355,0.003871520716302257,True,6.541043485412956e-05,0.03455367408328129,0.0012606235293787904,0.003871520716302257,0.06219310672895517,0.024430137476656455,,0.017065919935703278,0.021751829295042685,0.0
natural_residual_qat_w4_c1.0_step900,natural_residual_qat,natural_residual_qat,4,1.0,900,30.140628814697266,0.845160186290741,24.430835723876953,24.13998794555664,0.3499999940395355,0.0038619304922775655,True,6.204708715813467e-05,0.03448895573694415,0.0012627142539713531,0.0038619304922775655,0.062013155464228475,0.02439468615466467,,0.0172321405261755,0.0219575048235932,0.0
natural_residual_qat_w4_c1.0_step1000,natural_residual_qat,natural_residual_qat,4,1.0,1000,30.103225708007812,0.8440499305725098,24.389141082763672,24.081899642944336,0.3499999940395355,0.0038664941557158272,True,7.01415769981395e-05,0.03446523350880852,0.0012803096120478584,0.0038664941557158272,0.06187502459579264,0.024376166105014363,,0.017347848042845726,0.02210792521375488,0.0
natural_residual_qat_w8_c1.0_step0,rtn_fallback,natural_residual_qat,8,1.0,0,57.079551696777344,0.9997357130050659,53.200199127197266,52.35443115234375,0.0,0.00448062992109044,True,3.0512774955582246e-07,0.04274744002562265,2.304731731328502e-06,0.00448062992109044,0.07531345781171694,0.03073531175948574,,0.0,0.0,0.0
natural_residual_qat_w8_c1.0_step100,natural_residual_qat,natural_residual_qat,8,1.0,100,43.36481857299805,0.9952092170715332,38.562171936035156,38.44929504394531,0.0,0.0042461668117539375,True,5.669015689591106e-06,0.04037866196084394,5.8177286791760705e-05,0.0042461668117539375,0.07740922339871759,0.02838873830137345,,0.008116893470287323,0.011579216808927267,0.0
natural_residual_qat_w8_c1.0_step200,natural_residual_qat,natural_residual_qat,8,1.0,200,41.226051330566406,0.9918190836906433,36.32461929321289,36.27523422241211,0.0,0.004166681973458708,True,1.1317627013340825e-05,0.03968184286794667,9.500505047981278e-05,0.004166681973458708,0.07793586751358816,0.027715915329622476,,0.012377089820802212,0.017908391991718862,0.0
natural_residual_qat_w8_c1.0_step300,natural_residual_qat,natural_residual_qat,8,1.0,300,40.073055267333984,0.9889361262321472,35.06166076660156,35.03938293457031,0.0,0.00412584157834317,True,1.4321289222607448e-05,0.03925484744764844,0.00012428062855178722,0.00412584157834317,0.07813095380697632,0.02730874984399634,,0.01567850634455681,0.022876529269630404,0.0
natural_residual_qat_w8_c1.0_step400,natural_residual_qat,natural_residual_qat,8,1.0,400,39.494606018066406,0.9871174693107605,34.50941467285156,34.41725540161133,0.0,0.004100839983721016,True,1.6119643805723172e-05,0.03898058555828356,0.0001414438862411771,0.004100839983721016,0.077693193408777,0.027102366411781986,,0.0180840902030468,0.02651829270936018,0.0
natural_residual_qat_w8_c1.0_step500,natural_residual_qat,natural_residual_qat,8,1.0,500,39.046180725097656,0.9853785634040833,34.04342269897461,33.91780090332031,0.0,0.0040873205045386385,True,1.684824117091921e-05,0.038770513523536464,0.00015678250365454006,0.0040873205045386385,0.0773353698241408,0.026941231915998287,,0.020032044500112534,0.02948329444881572,0.0
natural_residual_qat_w8_c1.0_step600,natural_residual_qat,natural_residual_qat,8,1.0,600,38.72127151489258,0.9841853380203247,33.772361755371094,33.61082458496094,0.0,0.004076320408501033,True,1.7828178033596487e-05,0.03863462025511808,0.000168196897902817,0.004076320408501033,0.07703699651756324,0.026845686105843924,,0.02138710394501686,0.03155378305397955,0.0
natural_residual_qat_w8_c1.0_step700,natural_residual_qat,natural_residual_qat,8,1.0,700,38.52107620239258,0.9832990765571594,33.56968307495117,33.380733489990234,0.0,0.0040664326403430096,True,1.845922538450395e-05,0.0385395980653584,0.00017609529677429237,0.0040664326403430096,0.07687803051521769,0.026776132760801374,,0.02235257811844349,0.03304801677699646,0.0
natural_residual_qat_w8_c1.0_step800,natural_residual_qat,natural_residual_qat,8,1.0,800,38.407066345214844,0.9827305674552917,33.453636169433594,33.235347747802734,0.0,0.004063047630324945,True,1.8643321254785405e-05,0.038478913428639315,0.0001808822726161452,0.004063047630324945,0.07673721514584031,0.026732822623102948,,0.02298700623214245,0.03401749479620144,0.0
natural_residual_qat_w8_c1.0_step900,natural_residual_qat,natural_residual_qat,8,1.0,900,38.32964324951172,0.9823489189147949,33.37590026855469,33.15802001953125,0.0,0.00406092419802917,True,1.8910204653366235e-05,0.03844266824335136,0.000184133693073818,0.00406092419802917,0.07664095659129089,0.02670819328386642,,0.023364460095763206,0.03460055667582787,0.0
natural_residual_qat_w8_c1.0_step1000,natural_residual_qat,natural_residual_qat,8,1.0,1000,38.27971649169922,0.9820505976676941,33.31610107421875,33.09541320800781,0.0,0.004059138725381217,True,1.8950004755424742e-05,0.03841590337269735,0.00018639983427419792,0.004059138725381217,0.07659009973576758,0.02668827967136167,,0.02364948019385338,0.035053548542820334,0.0
natural_full_finetune_w32_c1.0_step0,marked_fp32_fallback,natural_full_finetune,32,1.0,0,120.0,1.0,120.0,120.0,0.0,0.0044825395657994704,True,0.0,0.012001216937790105,0.0,0.0044825395657994704,0.07518677371990634,,,,,
natural_full_finetune_w32_c1.0_step100,natural_full_finetune,natural_full_finetune,32,1.0,100,27.994781494140625,0.8108927607536316,23.4964599609375,23.260286331176758,0.44999998807907104,0.0045942852494818,True,0.0002705713723116787,0.013561601199330654,0.0018886952282628044,0.0045942852494818,0.08967315949848853,,,,,
natural_full_finetune_w32_c1.0_step200,natural_full_finetune,natural_full_finetune,32,1.0,200,27.816604614257812,0.8077298402786255,23.161108016967773,22.219810485839844,0.4000000059604645,0.0045213652260827075,True,0.00025481593402219003,0.013086778283013701,0.0020286705665057527,0.0045213652260827075,0.08565413056930993,,,,,
natural_full_finetune_w32_c1.0_step300,natural_full_finetune,natural_full_finetune,32,1.0,300,28.311996459960938,0.8108720779418945,23.42817497253418,23.22633934020996,0.4000000059604645,0.004318710612722043,True,0.0002133260826667538,0.012107205050858738,0.0017940420395461843,0.004318710612722043,0.07788494438136695,,,,,
natural_full_finetune_w32_c1.0_step400,natural_full_finetune,natural_full_finetune,32,1.0,400,28.40584945678711,0.8156736493110657,23.48737144470215,23.026124954223633,0.4000000059604645,0.00424012832499443,True,0.0002198930575104896,0.0119373234721877,0.0017812102858442813,0.00424012832499443,0.0769719514719327,,,,,
natural_full_finetune_w32_c1.0_step500,natural_full_finetune,natural_full_finetune,32,1.0,500,28.420650482177734,0.8119097948074341,23.53754997253418,22.957698822021484,0.4000000059604645,0.004171245864597495,True,0.00018295462032256183,0.011217322260233687,0.0017832373559940606,0.004171245864597495,0.07046076395636192,,,,,
natural_full_finetune_w32_c1.0_step600,natural_full_finetune,natural_full_finetune,32,1.0,600,28.764684677124023,0.8164002299308777,23.445796966552734,23.13088607788086,0.4000000059604645,0.00405413835127888,True,0.00013377414779824903,0.010736380061501904,0.0016719858860597015,0.00405413835127888,0.06682241710223025,,,,,
natural_full_finetune_w32_c1.0_step700,natural_full_finetune,natural_full_finetune,32,1.0,700,28.845163345336914,0.8217902183532715,23.80411720275879,23.250425338745117,0.4000000059604645,0.004034924901844761,True,0.00015654442795494107,0.010359319893524344,0.0016308432663208806,0.004034924901844761,0.06324394991679583,,,,,
natural_full_finetune_w32_c1.0_step800,natural_full_finetune,natural_full_finetune,32,1.0,800,29.05294418334961,0.8229292035102844,23.83108901977539,23.27459144592285,0.4000000059604645,0.003962663293634705,True,0.00010372135802754201,0.010082632260230186,0.0015759297282784245,0.003962663293634705,0.06119968966595479,,,,,
natural_full_finetune_w32_c1.0_step900,natural_full_finetune,natural_full_finetune,32,1.0,900,29.169818878173828,0.8271757960319519,23.99030303955078,23.487606048583984,0.4000000059604645,0.0038877507320478344,True,0.00011710212820617016,0.009907655716398268,0.0015277260215952992,0.0038877507320478344,0.060199049843504326,,,,,
natural_full_finetune_w32_c1.0_step1000,natural_full_finetune,natural_full_finetune,32,1.0,1000,29.168933868408203,0.824938178062439,23.93791389465332,23.39263153076172,0.4000000059604645,0.003877307542552444,True,0.00010896042585955002,0.009782749794158007,0.001537719467887655,0.003877307542552444,0.05905442251605564,,,,,
