candidate,source,method,bits,clip,step,psnr,ssim,psnr_p05,min_psnr,quality_violation_fraction,target_mse,feasible,semantic_lowpass_mse,generated_reference_mse,natural_validation_mse,natural_validation_lpips,natural_validation_residual,natural_validation_spectral,selection_objective,code_change_fraction_vs_rtn,code_offset_rms,code_offset_ge_one_fraction
natural_residual_qat_w4_c1.0_step0,rtn_fallback,natural_residual_qat,4,1.0,0,33.35065841674805,0.943604588508606,29.569433212280273,28.793678283691406,0.0,0.004610004772871434,True,8.52470307108888e-05,0.0005406524978752714,0.004610004772871434,0.08563141724152956,0.03147150848292313,,0.04468727849530296,0.0,0.0,0.0
natural_residual_qat_w4_c1.0_step100,natural_residual_qat,natural_residual_qat,4,1.0,100,32.100765228271484,0.911323070526123,27.241504669189453,26.672534942626953,0.0,0.003989641120881515,True,5.3989300067769366e-05,0.0007587065396364778,0.003989641120881515,0.07325283766840585,0.026036828100359344,,0.03737874763811533,0.007828737609088421,0.009871712397177646,0.0
natural_residual_qat_w4_c1.0_step200,natural_residual_qat,natural_residual_qat,4,1.0,200,31.253299713134766,0.8878788948059082,26.057844161987305,25.61772346496582,0.05000000074505806,0.003978013222223353,True,5.973593188173254e-05,0.0009478588457568548,0.003978013222223353,0.0684831528851646,0.025512616868638816,,0.036368813345319495,0.011015922762453556,0.013981731955205162,0.0
natural_residual_qat_w4_c1.0_step300,natural_residual_qat,natural_residual_qat,4,1.0,300,30.716110229492188,0.8710833787918091,25.2235164642334,24.977012634277344,0.15000000596046448,0.003931693635763622,True,6.807876934544765e-05,0.0010807986065628939,0.003931693635763622,0.06658472973140306,0.02507135638171576,,0.03569556237529241,0.013144331984221935,0.016691301934264227,0.0
natural_residual_qat_w4_c1.0_step400,natural_residual_qat,natural_residual_qat,4,1.0,400,30.466182708740234,0.8627585172653198,24.932397842407227,24.599620819091797,0.25,0.003954684406068054,True,6.359121798595879e-05,0.0011542913169250823,0.003954684406068054,0.06435539352969499,0.024906679889227235,,0.03532869925725777,0.01458092499524355,0.018538880045742903,0.0
natural_residual_qat_w4_c1.0_step500,natural_residual_qat,natural_residual_qat,4,1.0,500,30.298763275146484,0.8553308248519897,24.695159912109375,24.353775024414062,0.30000001192092896,0.0039049305906928566,True,7.44572313124081e-05,0.0012082866465789265,0.0039049305906928566,0.0639595102838939,0.024725918625449594,,0.03506402886018805,0.01567446067929268,0.019957740722734145,0.0
natural_residual_qat_w4_c1.0_step600,natural_residual_qat,natural_residual_qat,4,1.0,600,30.274465560913086,0.8520873188972473,24.656938552856445,24.325315475463867,0.3499999940395355,0.0038838519520680848,True,6.047660408512456e-05,0.0012150334514444694,0.0038838519520680848,0.06306596108333906,0.024592723245348225,,0.03481340960779278,0.01636866293847561,0.020828749402594472,0.0
natural_residual_qat_w4_c1.0_step700,natural_residual_qat,natural_residual_qat,4,1.0,700,30.166580200195312,0.8467548489570618,24.46498680114746,24.181612014770508,0.3499999940395355,0.0038943076619233352,True,6.583419399248669e-05,0.0012552785585285165,0.0038943076619233352,0.06228364373964723,0.024496726796201074,,0.034652315929085374,0.01680753007531166,0.021408792729963967,0.0
natural_residual_qat_w4_c1.0_step800,natural_residual_qat,natural_residual_qat,4,1.0,800,30.155405044555664,0.8455775380134583,24.43303871154785,24.138328552246094,0.3499999940395355,0.003871520716302257,True,6.541043485412956e-05,0.0012606235293787904,0.003871520716302257,0.06219310672895517,0.024430137476656455,,0.03455367408328129,0.017065919935703278,0.021751829295042685,0.0
natural_residual_qat_w4_c1.0_step900,natural_residual_qat,natural_residual_qat,4,1.0,900,30.140628814697266,0.845160186290741,24.430835723876953,24.13998794555664,0.3499999940395355,0.0038619304922775655,True,6.204708715813467e-05,0.0012627142539713531,0.0038619304922775655,0.062013155464228475,0.02439468615466467,,0.03448895573694415,0.0172321405261755,0.0219575048235932,0.0
natural_residual_qat_w4_c1.0_step1000,natural_residual_qat,natural_residual_qat,4,1.0,1000,30.103225708007812,0.8440499305725098,24.389141082763672,24.081899642944336,0.3499999940395355,0.0038664941557158272,True,7.01415769981395e-05,0.0012803096120478584,0.0038664941557158272,0.06187502459579264,0.024376166105014363,,0.03446523350880852,0.017347848042845726,0.02210792521375488,0.0
