method,role,comparison_group,threat_model,ssim,psnr,lpips,absolute_evasion,conditional_evasion,reference_valid,baseline_detected,original_quality_valid,min_ssim_view,aggregate_quality_valid,per_image_quality_violation_fraction,joint_quality_and_evasion_on_baseline_detected,interpretation
natural_residual_qat_w4_c1.0_test,candidate,w4_c1.0_all,marked_model_plus_unpaired_natural_images,0.8377979397773743,29.833942413330078,0.04050620844587684,0.19999999999999996,0.1919191919191919,True,99,True,0.9,False,0.75,0.0707070707070707,posthoc view; does not retrain or change frozen checkpoint
natural_residual_qat_w4_c1.0_test,candidate,w4_c1.0_all,marked_model_plus_unpaired_natural_images,0.8377979397773743,29.833942413330078,0.04050620844587684,0.19999999999999996,0.1919191919191919,True,99,True,0.95,False,0.97,0.0,posthoc view; does not retrain or change frozen checkpoint
natural_full_finetune_fp32_test,finetune_control,fp32_unrestricted_decoder_control,marked_model_plus_unpaired_natural_images_unrestricted_finetune,0.8148026466369629,28.875009536743164,0.048891782369464634,0.94,0.9393939393939394,True,99,True,0.8,True,0.4,0.5555555555555556,posthoc view; does not retrain or change frozen checkpoint
natural_full_finetune_fp32_test,finetune_control,fp32_unrestricted_decoder_control,marked_model_plus_unpaired_natural_images_unrestricted_finetune,0.8148026466369629,28.875009536743164,0.048891782369464634,0.94,0.9393939393939394,True,99,True,0.82,False,0.49,0.48484848484848486,posthoc view; does not retrain or change frozen checkpoint
natural_full_finetune_fp32_test,finetune_control,fp32_unrestricted_decoder_control,marked_model_plus_unpaired_natural_images_unrestricted_finetune,0.8148026466369629,28.875009536743164,0.048891782369464634,0.94,0.9393939393939394,True,99,True,0.85,False,0.61,0.36363636363636365,posthoc view; does not retrain or change frozen checkpoint
natural_full_finetune_fp32_test,finetune_control,fp32_unrestricted_decoder_control,marked_model_plus_unpaired_natural_images_unrestricted_finetune,0.8148026466369629,28.875009536743164,0.048891782369464634,0.94,0.9393939393939394,True,99,True,0.86,False,0.62,0.35353535353535354,posthoc view; does not retrain or change frozen checkpoint
natural_full_finetune_fp32_test,finetune_control,fp32_unrestricted_decoder_control,marked_model_plus_unpaired_natural_images_unrestricted_finetune,0.8148026466369629,28.875009536743164,0.048891782369464634,0.94,0.9393939393939394,True,99,True,0.9,False,0.79,0.1919191919191919,posthoc view; does not retrain or change frozen checkpoint
natural_full_finetune_fp32_test,finetune_control,fp32_unrestricted_decoder_control,marked_model_plus_unpaired_natural_images_unrestricted_finetune,0.8148026466369629,28.875009536743164,0.048891782369464634,0.94,0.9393939393939394,True,99,True,0.95,False,1.0,0.0,posthoc view; does not retrain or change frozen checkpoint
reconstruction_w8_c1.0_final_test,endpoint_control,w8_c1.0_all,marked_model_only,0.9997149705886841,56.84969711303711,0.00017997755378019065,0.010000000000000009,0.0,True,99,True,0.8,True,0.0,0.0,posthoc view; does not retrain or change frozen checkpoint
reconstruction_w8_c1.0_final_test,endpoint_control,w8_c1.0_all,marked_model_only,0.9997149705886841,56.84969711303711,0.00017997755378019065,0.010000000000000009,0.0,True,99,True,0.82,True,0.0,0.0,posthoc view; does not retrain or change frozen checkpoint
reconstruction_w8_c1.0_final_test,endpoint_control,w8_c1.0_all,marked_model_only,0.9997149705886841,56.84969711303711,0.00017997755378019065,0.010000000000000009,0.0,True,99,True,0.85,True,0.0,0.0,posthoc view; does not retrain or change frozen checkpoint
reconstruction_w8_c1.0_final_test,endpoint_control,w8_c1.0_all,marked_model_only,0.9997149705886841,56.84969711303711,0.00017997755378019065,0.010000000000000009,0.0,True,99,True,0.86,True,0.0,0.0,posthoc view; does not retrain or change frozen checkpoint
reconstruction_w8_c1.0_final_test,endpoint_control,w8_c1.0_all,marked_model_only,0.9997149705886841,56.84969711303711,0.00017997755378019065,0.010000000000000009,0.0,True,99,True,0.9,True,0.0,0.0,posthoc view; does not retrain or change frozen checkpoint
reconstruction_w8_c1.0_final_test,endpoint_control,w8_c1.0_all,marked_model_only,0.9997149705886841,56.84969711303711,0.00017997755378019065,0.010000000000000009,0.0,True,99,True,0.95,True,0.0,0.0,posthoc view; does not retrain or change frozen checkpoint
