candidate,source,method,bits,clip,step,psnr,ssim,psnr_p05,min_psnr,quality_violation_fraction,target_mse,feasible,semantic_lowpass_mse,generated_reference_mse,natural_validation_mse,natural_validation_lpips,natural_validation_residual,natural_validation_spectral,selection_objective,code_change_fraction_vs_rtn,code_offset_rms,code_offset_ge_one_fraction
natural_residual_qat_w8_c1.0_step0,rtn_fallback,natural_residual_qat,8,1.0,0,57.079551696777344,0.9997357130050659,53.200199127197266,52.35443115234375,0.0,0.00448062992109044,True,3.0512774955582246e-07,2.304731731328502e-06,0.00448062992109044,0.07531345781171694,0.03073531175948574,,0.042747897717246984,0.0,0.0,0.0
natural_residual_qat_w8_c1.0_step100,natural_residual_qat,natural_residual_qat,8,1.0,100,43.450218200683594,0.9952389001846313,38.627830505371094,38.52527618408203,0.0,0.004246380572794806,True,4.966063522715558e-06,5.715585675716284e-05,0.004246380572794806,0.07741543579322752,0.028390184990598755,,0.04038804126976175,0.008103689178824425,0.01156257206299917,0.0
natural_residual_qat_w8_c1.0_step200,natural_residual_qat,natural_residual_qat,8,1.0,200,41.41138458251953,0.9918755292892456,36.474464416503906,36.4549560546875,0.0,0.004167197414119528,True,8.035369455683395e-06,9.118359694184618e-05,0.004167197414119528,0.07797015745745739,0.027716691685327532,,0.03969697558410417,0.01235177181661129,0.017874388378044035,0.0
natural_residual_qat_w8_c1.0_step300,natural_residual_qat,natural_residual_qat,8,1.0,300,40.30842208862305,0.9890559315681458,35.29107666015625,35.19455337524414,0.0,0.004127404615815067,True,9.001688385978924e-06,0.00011800791162386304,0.004127404615815067,0.07816598068166059,0.027310829489351818,,0.0392728355501049,0.01565011404454708,0.022832695139214144,0.0
natural_residual_qat_w8_c1.0_step400,natural_residual_qat,natural_residual_qat,8,1.0,400,39.73466110229492,0.9872837066650391,34.739070892333984,34.58212661743164,0.0,0.004102422475398271,True,9.929174962053366e-06,0.00013410816263785818,0.004102422475398271,0.0777294706858811,0.02710450899053285,,0.03899973688444334,0.01804746873676777,0.026470132374990817,0.0
natural_residual_qat_w8_c1.0_step500,natural_residual_qat,natural_residual_qat,8,1.0,500,39.27487564086914,0.9855712056159973,34.27569580078125,34.06398391723633,0.0,0.0040896595326103125,True,1.0334609089568404e-05,0.00014904934796504675,0.0040896595326103125,0.0773629925752175,0.026944882801217318,,0.038791510809528515,0.019991984590888023,0.029430818338290747,0.0
natural_residual_qat_w8_c1.0_step600,natural_residual_qat,natural_residual_qat,8,1.0,600,38.949989318847656,0.9843950271606445,33.99641418457031,33.75005340576172,0.0,0.004078141724505713,True,1.0864265220789093e-05,0.00016001941185095347,0.004078141724505713,0.07709660011460073,0.02684759579585716,,0.03865712606226453,0.021346621215343475,0.03150100226655048,0.0
natural_residual_qat_w8_c1.0_step700,natural_residual_qat,natural_residual_qat,8,1.0,700,38.748512268066406,0.983527660369873,33.7946891784668,33.523536682128906,0.0,0.004069201108791276,True,1.1165977525706694e-05,0.0001674845701927552,0.004069201108791276,0.07692935659724753,0.026778494183645307,,0.03856296290721275,0.02231524884700775,0.03299579860222872,0.0
natural_residual_qat_w8_c1.0_step800,natural_residual_qat,natural_residual_qat,8,1.0,800,38.61054229736328,0.9829111099243164,33.65455627441406,33.36967086791992,0.0,0.00406497894647373,True,1.1693359806486114e-05,0.00017289092847931896,0.00406497894647373,0.0767882149448269,0.026735137274613407,,0.038502324435182804,0.022945350036025047,0.033962971082900625,0.0
natural_residual_qat_w8_c1.0_step900,natural_residual_qat,natural_residual_qat,8,1.0,900,38.53443145751953,0.9825671911239624,33.57538986206055,33.289302825927734,0.0,0.0040628504983715175,True,1.1947277585022675e-05,0.00017595014760445337,0.0040628504983715175,0.07669176420313306,0.02671049454113472,,0.03846641601498959,0.023318840190768242,0.03454373322565928,0.0
natural_residual_qat_w8_c1.0_step1000,natural_residual_qat,natural_residual_qat,8,1.0,1000,38.480323791503906,0.9822667837142944,33.51054000854492,33.22297286987305,0.0,0.004060964479094764,True,1.2064656311849831e-05,0.00017829372009146028,0.004060964479094764,0.07664212368399603,0.02669004967924593,,0.038439355839364,0.023609239608049393,0.034995492981332345,0.0
