method,role,comparison_group,threat_model,ssim,psnr,lpips,absolute_evasion,conditional_evasion,reference_valid,baseline_detected,original_quality_valid
marked_reference_test,reference,,unspecified,1.0,120.0,0.0,0.010000000000000009,0.0,True,99,True
pseudo_target_test,diagnostic,,unspecified,0.9925714315192385,41.636995010375976,0.01303590188268572,0.010000000000000009,0.0,True,99,True
fixed_ptq_w8_c1.0_test,candidate,w8_c1.0_all,marked_model_only,0.9997078776359558,56.706695556640625,0.00019757633192057255,0.010000000000000009,0.0,True,99,True
reconstruction_w8_c1.0_test,candidate,w8_c1.0_all,marked_model_only,0.9997106790542603,56.90154266357422,0.00018025130037131021,0.010000000000000009,0.0,True,99,True
natural_residual_qat_w8_c1.0_test,candidate,w8_c1.0_all,marked_model_plus_unpaired_natural_images,0.980517566204071,38.0805549621582,0.014727138062007726,0.010000000000000009,0.0,True,99,True
natural_residual_w4_c1.0_test,candidate,w4_c1.0_all,marked_model_plus_unpaired_natural_images,0.8202562928199768,29.39948081970215,0.043319352259859445,0.38,0.37373737373737376,True,99,True
natural_residual_qat_w4_c1.0_test,candidate,w4_c1.0_all,marked_model_plus_unpaired_natural_images,0.8377979397773743,29.833942413330078,0.04050620844587684,0.19999999999999996,0.1919191919191919,True,99,True
natural_full_finetune_fp32_test,finetune_control,fp32_unrestricted_decoder_control,marked_model_plus_unpaired_natural_images_unrestricted_finetune,0.8148026466369629,28.875009536743164,0.048891782369464634,0.94,0.9393939393939394,True,99,True
reconstruction_w8_c1.0_final_test,endpoint_control,w8_c1.0_all,marked_model_only,0.9997149705886841,56.84969711303711,0.00017997755378019065,0.010000000000000009,0.0,True,99,True
