method,quality_policy,test_quality_valid,search_quality_valid,selection_status,psnr,ssim,psnr_p05,min_psnr,quality_violation_fraction,target_mse,feasible,semantic_lowpass_mse,interpretation
marked_reference_test,report,True,,,120.0,1.0,120.0,120.0,0.0,9.730290727929969e-05,True,0.0,
pseudo_target_test,report,True,,,41.636995010375976,0.9925714315192385,,,,,True,,"Direct smoothing hypothesis, not a clean target or quantized model"
fixed_ptq_w8_c1.0_test,report,True,True,selected,56.706695556640625,0.9997078776359558,52.11763000488281,50.77616882324219,0.0,9.846782229942619e-05,True,3.369866121971654e-07,
reconstruction_w8_c1.0_test,report,True,True,selected,56.831050872802734,0.9997062683105469,52.67439270019531,51.09766387939453,0.0,9.662902319178101e-05,True,3.92497162096106e-07,
natural_residual_w4_c1.0_test,report,True,True,selected,29.47989273071289,0.8204081058502197,23.793445587158203,22.550966262817383,0.3799999952316284,0.0012598211419390282,True,5.319247828083462e-05,
natural_residual_qat_w4_c1.0_test,report,True,True,selected,29.951087951660156,0.8383704423904419,24.235645294189453,23.014652252197266,0.3100000023841858,0.0011272630628081969,True,4.874634116276866e-05,
natural_residual_qat_w8_c1.0_test,report,True,True,selected,38.262725830078125,0.9807541370391846,32.7047233581543,32.0581169128418,0.0,0.00017898725554914562,True,1.1873508194639726e-05,
natural_full_finetune_fp32_test,report,True,True,selected,28.894424438476562,0.8131155967712402,23.234725952148438,22.491233825683594,0.4099999964237213,0.0013987727711355547,True,0.00010772005174658261,
reconstruction_w8_c1.0_final_test,report,True,True,selected,56.83897018432617,0.9997103214263916,52.743858337402344,51.09916305541992,0.0,9.689745858850074e-05,True,3.951386785416844e-07,
