method,quality_policy,test_quality_valid,search_quality_valid,selection_status,psnr,ssim,psnr_p05,min_psnr,quality_violation_fraction,target_mse,feasible,semantic_lowpass_mse,interpretation
marked_reference_test,report,True,,,120.0,1.0,120.0,120.0,0.0,9.730290727929969e-05,True,0.0,
pseudo_target_test,report,True,,,41.636995010375976,0.9925714315192385,,,,,True,,"Direct smoothing hypothesis, not a clean target or quantized model"
fixed_ptq_w8_c1.0_test,report,True,True,selected,56.706695556640625,0.9997078776359558,52.11763000488281,50.77616882324219,0.0,9.846782229942619e-05,True,3.369866121971654e-07,
reconstruction_w8_c1.0_test,report,True,True,selected,56.87177658081055,0.9996856451034546,52.62908172607422,50.80768966674805,0.0,9.727235759328323e-05,True,3.9305211917195494e-07,
natural_residual_w4_c1.0_test,report,True,True,selected,29.619482040405273,0.8232219219207764,23.858592987060547,22.60428237915039,0.3499999940395355,0.0012323513412411558,True,3.780310487854877e-05,
natural_residual_qat_w4_c1.0_test,report,True,True,selected,30.10356903076172,0.8409860730171204,24.338180541992188,23.105445861816406,0.30000001192092896,0.00109222995582968,True,3.298002034171077e-05,
natural_residual_qat_w8_c1.0_test,report,True,True,selected,38.49213790893555,0.9812166094779968,32.8532600402832,32.26398468017578,0.0,0.0001718109005560109,True,6.57378818232246e-06,
natural_full_finetune_fp32_test,report,True,True,selected,28.903244018554688,0.8142602443695068,23.242612838745117,22.532089233398438,0.38999998569488525,0.0013953110725560692,True,0.00010924085941951489,
reconstruction_w8_c1.0_final_test,report,True,True,selected,56.86073303222656,0.9996785521507263,52.63428497314453,50.75223922729492,0.0,9.700568891730654e-05,True,3.9694164875925254e-07,
