candidate,source,method,bits,clip,step,psnr,ssim,psnr_p05,min_psnr,quality_violation_fraction,target_mse,feasible,semantic_lowpass_mse,generated_reference_mse,natural_validation_mse,natural_validation_lpips,natural_validation_residual,natural_validation_spectral,selection_objective,code_change_fraction_vs_rtn,code_offset_rms,code_offset_ge_one_fraction
natural_residual_qat_w8_c1.0_step0,rtn_fallback,natural_residual_qat,8,1.0,0,57.079551696777344,0.9997357130050659,53.200199127197266,52.35443115234375,0.0,0.00448062992109044,True,3.0512774955582246e-07,2.304731731328502e-06,0.00448062992109044,0.07531345781171694,0.03073531175948574,,0.042747897717246984,0.0,0.0,0.0
natural_residual_qat_w8_c1.0_step100,natural_residual_qat,natural_residual_qat,8,1.0,100,43.45014190673828,0.9952396154403687,38.630126953125,38.526832580566406,0.0,0.004246371496947177,True,4.967719280557503e-06,5.7151117243847696e-05,0.004246371496947177,0.07741628019721247,0.02838999051641622,,0.040387925471645755,0.008104254491627216,0.011562023957503503,0.0
natural_residual_qat_w8_c1.0_step200,natural_residual_qat,natural_residual_qat,8,1.0,200,41.41246795654297,0.9918777346611023,36.47393798828125,36.45638656616211,0.0,0.004167230243751874,True,8.037324960241676e-06,9.116734390772763e-05,0.004167230243751874,0.07796903543930966,0.027716874348243437,,0.03969708278584676,0.012350578792393208,0.01787522120444144,0.0
natural_residual_qat_w8_c1.0_step300,natural_residual_qat,natural_residual_qat,8,1.0,300,40.30653381347656,0.9890492558479309,35.28800582885742,35.193145751953125,0.0,0.0041272863771837365,True,9.009451832753258e-06,0.00011806511129179853,0.0041272863771837365,0.07817025329859462,0.027310457777275587,,0.03927278838798429,0.01565033756196499,0.022834831362635113,0.0
natural_residual_qat_w8_c1.0_step400,natural_residual_qat,natural_residual_qat,8,1.0,400,39.733116149902344,0.9872790575027466,34.737850189208984,34.58032989501953,0.0,0.004102391441392683,True,9.9206896038595e-06,0.00013414396307780406,0.004102391441392683,0.07773357398400549,0.027103946926331446,,0.0389995371453324,0.018048379570245743,0.026471894809967443,0.0
natural_residual_qat_w8_c1.0_step500,natural_residual_qat,natural_residual_qat,8,1.0,500,39.274208068847656,0.9855654835700989,34.274295806884766,34.06138229370117,0.0,0.0040896586484677755,True,1.0338065419546182e-05,0.00014907164040778298,0.0040896586484677755,0.07736160524655133,0.026945012735950513,,0.03879150803991251,0.019992511719465256,0.029432191873907044,0.0
natural_residual_qat_w8_c1.0_step600,natural_residual_qat,natural_residual_qat,8,1.0,600,38.94977569580078,0.9843906164169312,33.995113372802734,33.748287200927734,0.0,0.004078164005250073,True,1.0855410471322102e-05,0.0001600348074134672,0.004078164005250073,0.07709703082218766,0.026847822443642144,,0.038657400352053624,0.02134482003748417,0.031501802355287066,0.0
natural_residual_qat_w8_c1.0_step700,natural_residual_qat,natural_residual_qat,8,1.0,700,38.748348236083984,0.9835264086723328,33.79274368286133,33.52337646484375,0.0,0.004069206659494284,True,1.1183760409494426e-05,0.00016750356353441022,0.004069206659494284,0.07693143405776937,0.026778377222171912,,0.03856309480826212,0.02231561206281185,0.032996334882175536,0.0
natural_residual_qat_w8_c1.0_step800,natural_residual_qat,natural_residual_qat,8,1.0,800,38.61039352416992,0.9829025268554688,33.65113830566406,33.369022369384766,0.0,0.004065121705366437,True,1.167108536037631e-05,0.0001729220082779648,0.004065121705366437,0.07678529991244432,0.026735169450716967,,0.038502163318048586,0.02294466271996498,0.03396332070784005,0.0
natural_residual_qat_w8_c1.0_step900,natural_residual_qat,natural_residual_qat,8,1.0,900,38.53504180908203,0.9825642704963684,33.57435607910156,33.28754425048828,0.0,0.004062848583146206,True,1.1924335854018864e-05,0.00017595483259356116,0.004062848583146206,0.07669675364741124,0.026710180843906528,,0.0384665534635019,0.023317161947488785,0.03454391857984439,0.0
natural_residual_qat_w8_c1.0_step1000,natural_residual_qat,natural_residual_qat,8,1.0,1000,38.480838775634766,0.9822677373886108,33.508731842041016,33.22312927246094,0.0,0.004060935564666579,True,1.205234032113367e-05,0.0001782908691893681,0.004060935564666579,0.07664106044830987,0.02669022189570569,,0.03843936818584553,0.023609543219208717,0.034995707545111825,0.0
