candidate,source,method,bits,clip,step,psnr,ssim,psnr_p05,min_psnr,quality_violation_fraction,target_mse,feasible,semantic_lowpass_mse,selection_objective
block_reconstruction_w8_c1.0_step0,rtn_fallback,block_reconstruction,8,1.0,0,57.088104248046875,0.9997347593307495,53.132572174072266,52.35205078125,0.0,2.307134968759783e-06,True,3.0215273412181886e-07,2.307134968759783e-06
block_reconstruction_w8_c1.0_step10,block_reconstruction,block_reconstruction,8,1.0,10,57.10405731201172,0.9997373819351196,53.11296081542969,52.355682373046875,0.0,2.2978018904495912e-06,True,3.155193844861515e-07,2.2978018904495912e-06
block_reconstruction_w8_c1.0_step20,block_reconstruction,block_reconstruction,8,1.0,20,57.383872985839844,0.9997555613517761,53.465248107910156,52.723419189453125,0.0,2.138802980766741e-06,True,2.927669790153686e-07,2.138802980766741e-06
block_reconstruction_w8_c1.0_step30,block_reconstruction,block_reconstruction,8,1.0,30,57.67345428466797,0.9997718930244446,53.74361801147461,52.9933967590332,0.0,2.0060837670143884e-06,True,2.816943563743735e-07,2.0060837670143884e-06
block_reconstruction_w8_c1.0_step40,block_reconstruction,block_reconstruction,8,1.0,40,57.97316360473633,0.9997870326042175,53.99200439453125,53.34039306640625,0.0,1.8703720883195274e-06,True,2.4852568394351236e-07,1.8703720883195274e-06
block_reconstruction_w8_c1.0_step50,block_reconstruction,block_reconstruction,8,1.0,50,58.29350662231445,0.999799907207489,54.22283935546875,53.551231384277344,0.0,1.7411664032351837e-06,True,2.1182932101737607e-07,1.7411664032351837e-06
block_reconstruction_w8_c1.0_step60,block_reconstruction,block_reconstruction,8,1.0,60,58.5491828918457,0.9998056292533875,54.47341537475586,53.77178192138672,0.0,1.64027394760069e-06,True,1.7757080854607922e-07,1.64027394760069e-06
block_reconstruction_w8_c1.0_step70,block_reconstruction,block_reconstruction,8,1.0,70,58.51313018798828,0.9998071789741516,54.50590896606445,53.78478240966797,0.0,1.6476061318826397e-06,True,1.9160513069493846e-07,1.6476061318826397e-06
block_reconstruction_w8_c1.0_step80,block_reconstruction,block_reconstruction,8,1.0,80,58.54764938354492,0.9998075366020203,54.41411590576172,53.83998107910156,0.0,1.637036760371302e-06,True,1.933438888102046e-07,1.637036760371302e-06
block_reconstruction_w8_c1.0_step90,block_reconstruction,block_reconstruction,8,1.0,90,58.648765563964844,0.9998096227645874,54.628353118896484,53.92867660522461,0.0,1.598559609305994e-06,True,1.7985434368483767e-07,1.598559609305994e-06
block_reconstruction_w8_c1.0_step100,block_reconstruction,block_reconstruction,8,1.0,100,58.71814727783203,0.9998109936714172,54.65879440307617,53.9485969543457,0.0,1.5798353715013035e-06,True,1.6688000812337122e-07,1.5798353715013035e-06
